# ACTS Test Suite Generation: Tue Dec 15 09:46:01 JST 2020
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 13
# Maximum number of values per parameter: 101
# Number of configurations: 11442
p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13
6,52,47,0,5,82,5,0,1,79,6,75,34
6,52,1,12,4,83,4,1,1,82,38,27,35
9,52,22,12,2,84,2,2,0,83,11,67,36
3,52,41,9,3,85,4,3,0,84,18,3,37
3,52,51,7,3,86,1,0,1,98,8,4,38
9,52,31,13,1,87,3,3,1,99,39,6,39
7,52,2,12,4,88,3,0,0,9,32,91,40
4,52,20,0,3,89,1,1,1,12,12,98,41
8,52,24,4,2,90,2,1,0,22,22,4,42
2,52,50,11,0,91,5,4,0,7,31,35,43
8,52,8,8,3,92,1,4,1,16,6,59,44
7,52,31,6,5,93,4,1,1,93,21,67,45
8,52,4,5,0,94,4,3,0,11,3,75,46
7,52,54,5,1,95,5,1,1,20,31,39,47
2,52,1,10,6,96,0,3,1,23,41,50,48
8,52,41,14,6,97,3,0,0,63,12,16,49
8,52,74,8,1,98,5,0,1,74,16,22,50
4,52,55,15,3,99,5,4,0,75,24,36,51
6,52,70,7,5,100,4,1,0,76,24,21,52
7,53,23,15,1,0,1,4,1,27,43,45,54
1,53,27,0,2,1,5,2,0,28,42,48,55
3,53,36,11,3,2,0,0,0,29,5,49,56
5,53,11,12,5,3,3,1,1,30,14,51,57
6,53,17,2,6,4,4,3,0,31,2,17,58
8,53,12,5,4,5,2,1,0,32,18,68,59
9,53,29,7,0,6,4,1,0,33,4,16,60
2,53,33,10,1,7,3,2,0,34,19,24,61
4,53,30,13,2,8,1,4,0,35,27,28,62
8,53,65,3,1,9,1,3,1,36,36,63,63
7,53,22,6,5,10,1,3,1,37,10,64,64
8,53,57,8,0,11,4,3,1,38,28,65,65
2,53,38,9,0,12,0,3,0,39,30,77,66
9,53,53,4,5,13,2,2,0,40,39,87,67
4,53,58,1,0,14,3,2,1,41,9,88,68
6,53,73,14,3,15,3,4,0,42,7,89,69
7,53,56,11,1,16,2,1,0,43,11,2,70
9,53,6,4,4,17,0,3,1,44,20,33,71
7,53,39,14,4,18,3,2,0,45,21,74,72
4,53,54,8,3,19,4,1,0,46,26,82,73
3,53,67,11,2,20,4,3,1,47,27,94,74
9,53,3,3,2,21,3,4,0,48,15,18,75
7,53,42,1,0,22,0,2,0,49,23,23,76
5,53,8,15,1,23,1,3,0,50,32,27,77
3,53,32,15,6,24,5,2,1,51,16,9,78
7,53,47,12,0,25,1,2,1,52,1,13,79
7,53,61,15,6,26,2,2,1,53,17,21,80
2,53,14,12,4,27,5,2,0,54,33,25,81
4,53,15,1,0,28,2,4,0,55,0,53,82
8,53,55,8,3,29,3,4,1,56,22,92,83
3,53,72,12,5,30,1,3,0,57,34,11,84
2,53,28,15,1,31,4,3,1,58,29,19,85
9,53,40,4,3,32,2,2,1,62,12,15,86
3,53,19,10,2,33,2,4,0,65,6,29,87
3,53,48,14,1,34,5,0,0,66,40,40,88
2,53,63,5,4,35,5,0,1,70,38,41,89
7,53,44,14,2,36,2,3,0,73,9,61,90
6,53,9,11,0,37,3,1,1,80,25,38,91
7,53,43,0,2,38,2,3,0,81,24,54,92
5,53,5,1,2,39,4,3,1,82,31,55,93
2,53,21,7,5,40,2,1,1,61,3,56,94
8,53,37,10,2,41,1,2,0,72,35,57,95
8,53,66,13,4,42,5,0,1,74,37,58,96
8,53,71,3,0,43,3,4,0,75,8,14,97
5,53,13,0,3,44,1,0,1,17,13,31,98
3,53,7,7,5,45,2,0,1,18,26,71,99
7,53,34,8,2,46,2,2,0,71,30,42,100
8,53,16,4,0,47,3,1,1,78,41,43,0
9,53,51,0,6,48,2,4,0,79,43,44,1
1,53,10,12,4,49,3,1,0,24,28,46,2
2,53,70,4,0,50,0,0,1,25,32,83,3
3,53,2,4,5,51,0,1,0,83,22,30,4
5,53,4,13,0,52,1,2,1,84,28,32,5
3,53,26,8,6,53,2,2,0,87,18,34,6
3,53,45,13,5,54,4,3,1,88,23,60,7
1,53,46,15,1,55,5,0,1,26,24,91,8
8,53,49,6,4,56,3,3,0,86,14,72,9
4,53,57,10,6,57,4,3,1,21,19,79,10
8,53,3,8,5,58,0,3,0,23,42,85,11
8,53,6,0,0,59,4,2,1,76,11,20,12
5,53,1,5,4,60,4,3,1,77,33,47,13
3,53,18,7,6,61,1,4,1,89,41,62,14
4,53,27,6,1,62,5,0,1,93,20,78,15
5,53,7,1,6,63,3,2,0,94,34,93,16
1,53,0,15,1,64,2,2,0,95,36,37,17
2,53,30,8,1,65,2,0,1,96,42,81,18
4,53,41,2,2,66,3,4,1,97,30,66,19
4,53,8,5,2,67,5,3,0,98,23,86,20
1,53,17,8,0,68,4,0,0,99,25,90,21
3,53,52,8,1,69,4,4,0,1,9,10,22
9,53,57,14,3,70,0,0,1,2,1,67,23
6,53,24,5,1,71,0,4,1,3,26,97,24
5,53,20,0,0,72,2,2,1,4,7,3,25
7,53,68,5,0,73,0,0,0,5,34,80,26
8,53,17,0,4,74,2,0,1,6,16,5,27
7,53,37,4,3,75,4,0,0,7,31,84,28
3,53,67,2,3,76,2,4,0,10,12,95,29
1,53,69,2,4,77,3,4,0,11,2,6,30
9,53,33,9,2,78,1,2,1,12,5,7,31
1,53,25,7,3,79,3,3,1,16,29,70,32
1,53,55,8,5,80,5,3,1,20,17,96,33
9,53,67,0,4,81,5,2,1,22,20,1,34
1,53,40,4,4,82,2,4,0,90,40,12,35
5,53,31,6,6,83,2,0,0,91,17,26,36
9,53,50,4,1,84,1,2,1,92,34,73,37
4,53,74,1,4,85,1,4,1,8,1,52,38
6,53,23,13,4,86,1,4,0,13,4,59,39
9,53,59,8,5,87,3,3,1,14,19,69,40
3,53,60,8,4,88,3,0,1,15,7,76,41
6,53,23,9,1,89,2,4,0,19,0,75,42
8,53,40,3,1,90,2,4,0,21,3,99,43
3,53,59,14,5,91,2,0,1,63,10,50,44
7,53,62,4,2,92,3,2,1,64,14,39,45
6,53,2,3,5,93,1,0,0,67,15,8,46
2,53,35,4,1,94,2,0,0,68,40,22,47
6,53,10,4,4,95,3,0,0,69,15,31,48
7,53,52,10,5,96,3,4,1,85,27,36,49
8,53,71,2,1,97,0,4,0,9,36,41,50
2,53,7,12,0,98,5,0,0,24,33,47,51
3,53,44,9,6,99,1,1,1,60,43,52,52
1,53,48,8,5,100,5,0,0,61,13,55,53
7,54,35,15,1,0,1,4,1,30,40,70,55
1,54,0,0,2,1,5,2,0,31,18,74,56
3,54,13,11,3,2,0,0,1,32,2,83,57
5,54,19,12,5,3,3,1,0,33,8,53,58
6,54,28,2,6,4,4,3,0,34,25,54,59
8,54,71,5,4,5,2,3,1,35,39,17,60
9,54,64,7,0,6,1,2,1,36,6,5,61
2,54,18,10,1,7,0,2,0,37,11,16,62
4,54,45,13,1,8,2,3,1,38,35,9,63
3,54,72,3,2,9,4,3,0,39,9,10,64
4,54,12,6,2,10,1,0,1,40,13,14,65
5,54,4,8,3,11,2,0,0,41,17,20,66
9,54,11,9,3,12,1,4,1,42,28,28,67
3,54,31,4,5,13,0,2,0,43,30,29,68
1,54,63,1,4,14,1,4,0,44,19,30,69
9,54,24,14,3,15,0,3,0,45,33,45,70
9,54,29,8,5,16,0,0,1,46,38,77,71
6,54,42,6,5,17,2,4,0,47,5,89,72
1,54,53,13,3,18,2,2,1,48,21,90,73
6,54,55,12,6,19,5,4,1,49,32,91,74
6,54,32,15,3,20,5,3,1,50,41,97,75
1,54,47,5,2,21,2,2,0,51,3,12,76
4,54,54,4,1,22,5,4,0,52,37,21,77
4,54,69,8,2,23,1,3,0,53,20,33,78
7,54,9,11,6,24,0,4,0,54,22,19,79
2,54,38,4,5,25,1,2,1,55,36,23,80
5,54,43,13,1,26,2,1,0,56,7,92,81
8,54,26,3,1,27,1,0,0,57,26,44,82
7,54,14,3,2,28,5,3,0,58,30,51,83
2,54,16,2,0,29,2,4,1,59,29,64,84
9,54,74,6,0,30,5,4,1,62,1,98,85
5,54,37,13,6,31,5,1,1,65,27,7,86
5,54,66,6,6,32,1,3,1,66,10,11,87
4,54,15,12,3,33,4,0,1,71,0,15,88
5,54,68,9,2,34,3,4,1,72,16,35,89
8,54,22,1,2,35,1,2,1,26,43,71,90
6,54,33,13,5,36,5,2,1,27,4,72,91
3,54,62,6,0,37,1,0,1,28,12,79,92
3,54,17,4,6,38,0,2,1,29,42,80,93
1,54,30,2,3,39,0,4,1,73,14,18,94
1,54,36,12,1,40,3,1,0,70,21,4,95
2,54,59,8,3,41,4,2,1,78,23,40,96
8,54,58,13,0,42,0,2,0,79,24,42,97
7,54,5,14,1,43,3,3,1,81,32,49,98
4,54,41,8,3,44,2,0,0,82,18,32,99
7,54,44,13,6,45,4,1,0,83,34,41,100
9,54,39,2,5,46,3,4,0,25,23,81,0
8,54,8,1,3,47,0,0,1,0,31,93,1
1,54,23,13,6,48,0,0,1,80,15,27,2
1,54,10,8,1,49,5,1,0,84,35,48,3
3,54,21,8,6,50,4,2,1,85,36,62,4
1,54,8,2,5,51,3,4,0,86,12,73,5
4,54,20,2,6,52,4,0,1,89,21,24,6
1,54,46,5,4,53,4,4,1,90,27,69,7
5,54,34,4,6,54,4,1,1,91,39,25,8
8,54,51,8,1,55,2,3,0,92,0,13,9
7,54,70,15,4,56,5,3,0,94,4,63,10
6,54,6,3,6,57,1,4,0,95,34,66,11
2,54,65,6,1,58,3,0,1,96,5,37,12
7,54,50,15,0,59,2,1,1,97,22,46,13
4,54,57,3,2,60,3,4,1,98,25,61,14
5,54,3,11,5,61,5,4,1,99,29,8,15
1,54,49,9,4,62,4,0,1,2,37,57,16
3,54,73,0,2,63,5,1,1,3,29,58,17
4,54,7,15,4,64,0,2,1,4,38,84,18
1,54,27,3,4,65,3,1,1,5,2,1,19
5,54,60,6,4,66,5,4,1,6,8,82,20
6,54,2,9,1,67,1,3,1,7,11,96,21
5,54,52,13,6,68,1,1,0,17,17,87,22
9,54,72,5,0,69,5,2,0,18,6,88,23
7,54,14,7,6,70,5,1,0,19,24,99,24
9,54,61,8,3,71,2,2,0,20,43,94,25
7,54,25,7,4,72,4,4,0,21,18,95,26
5,54,38,3,4,73,1,0,0,22,19,3,27
1,54,43,13,1,74,3,0,1,23,28,56,28
3,54,62,5,0,75,5,3,1,24,42,85,29
4,54,29,7,6,76,1,3,1,61,26,47,30
7,54,11,7,1,77,2,3,0,67,40,60,31
7,54,44,5,2,78,3,0,1,75,41,68,32
8,54,48,3,1,79,2,4,1,76,35,65,33
2,54,53,11,6,80,0,3,0,10,13,86,34
4,54,61,0,4,81,1,0,1,12,14,2,35
8,54,67,1,2,82,1,1,1,13,38,6,36
3,54,68,1,1,83,4,0,1,14,35,76,37
3,54,71,0,3,84,0,1,0,15,41,55,38
2,54,56,14,0,85,3,4,0,16,4,75,39
9,54,0,15,1,86,2,0,1,17,22,78,40
2,54,26,6,3,87,1,3,0,60,32,36,41
5,54,32,8,3,88,3,0,0,11,13,59,42
1,54,71,13,4,89,2,2,0,1,20,43,43
2,54,3,3,4,90,0,1,0,8,37,44,44
6,54,24,6,1,91,1,2,0,9,7,52,45
2,54,33,11,0,92,1,2,0,77,41,57,46
9,54,61,7,1,93,1,0,0,87,12,31,47
9,54,64,8,1,94,2,4,1,88,10,26,48
9,54,33,5,3,95,2,4,1,93,11,38,49
8,54,63,15,5,96,3,0,0,25,17,39,50
8,54,25,1,2,97,3,3,0,26,9,43,51
1,54,37,2,6,98,4,0,1,68,27,50,52
9,54,15,12,1,99,1,1,0,74,2,67,53
3,54,34,1,4,100,4,0,1,0,19,34,54
7,55,48,15,1,0,1,4,1,32,20,56,56
1,55,42,0,2,1,5,2,0,33,30,93,57
3,55,2,11,3,2,0,0,1,34,36,99,58
5,55,16,12,5,3,3,1,0,35,33,1,59
6,55,1,2,6,4,4,3,1,36,21,66,60
8,55,19,5,4,5,2,3,1,37,39,70,61
9,55,43,7,0,6,5,0,1,38,10,33,62
2,55,17,10,4,7,2,3,1,39,12,72,63
4,55,27,13,3,8,4,3,1,40,15,77,64
4,55,31,3,5,9,3,3,1,41,23,5,65
3,55,39,6,0,10,4,2,0,42,14,9,66
6,55,12,8,6,11,5,0,0,43,0,25,67
9,55,28,9,0,12,2,1,1,44,28,26,68
2,55,35,4,2,13,0,2,0,45,8,69,69
3,55,60,1,2,14,1,1,0,46,18,10,70
6,55,67,14,3,15,1,0,0,47,26,14,71
2,55,13,13,6,16,2,3,0,48,1,16,72
7,55,62,1,4,17,1,2,0,49,7,29,73
3,55,51,5,5,18,0,1,0,50,31,31,74
4,55,65,12,5,19,4,1,1,51,5,48,75
7,55,23,8,5,20,0,4,0,52,8,3,76
4,55,32,6,3,21,5,1,0,53,16,4,77
9,55,72,0,2,22,4,4,0,54,40,51,78
6,55,45,11,1,23,2,2,1,55,3,85,79
8,55,3,1,3,24,4,4,0,56,25,89,80
6,55,9,12,1,25,0,0,1,57,43,90,81
7,55,36,1,4,26,4,3,0,58,2,97,82
5,55,49,2,0,27,2,1,1,59,34,6,83
9,55,53,14,5,28,0,3,0,62,32,32,84
6,55,31,12,0,29,5,3,0,63,11,23,85
4,55,58,8,5,30,5,4,1,64,29,40,86
6,55,50,2,4,31,1,4,1,69,6,30,87
1,55,63,7,6,32,5,2,1,81,24,61,88
6,55,70,4,2,33,2,2,0,73,42,19,89
9,55,52,5,5,34,1,3,1,65,22,22,90
2,55,56,8,3,35,5,2,1,66,17,15,91
5,55,64,13,3,36,0,1,1,67,1,17,92
9,55,7,0,2,37,1,1,0,68,19,18,93
5,55,11,0,3,38,1,2,0,70,27,58,94
4,55,46,15,2,39,4,3,1,71,37,49,95
2,55,26,11,5,40,0,3,1,27,9,92,96
4,55,4,10,3,41,0,0,1,28,16,8,97
9,55,6,13,1,42,4,1,1,72,41,65,98
3,55,18,7,0,43,5,4,0,29,13,73,99
3,55,21,5,2,44,4,2,1,30,15,74,100
8,55,38,3,3,45,4,4,0,82,28,36,0
6,55,14,9,4,46,0,4,0,80,35,53,1
5,55,24,11,5,47,2,3,0,84,38,20,2
6,55,44,0,0,48,2,4,1,85,33,28,3
7,55,66,6,5,49,3,3,1,86,4,81,4
2,55,25,3,2,50,1,0,0,87,3,42,5
3,55,55,3,5,51,4,2,1,88,4,63,6
8,55,5,13,0,52,3,4,0,31,39,78,7
5,55,54,15,0,53,4,2,1,93,10,83,8
7,55,8,2,0,54,5,2,1,94,32,39,9
6,55,10,9,0,55,4,2,1,95,34,64,10
3,55,74,6,0,56,3,2,0,96,43,86,11
3,55,27,11,4,57,0,4,1,97,25,87,12
7,55,37,14,2,58,2,0,1,98,30,88,13
3,55,65,8,5,59,4,2,1,99,18,11,14
8,55,73,2,0,60,2,1,0,0,26,82,15
6,55,20,15,4,61,3,0,1,1,34,84,16
1,55,30,8,5,62,3,3,1,4,27,91,17
3,55,33,13,2,63,3,2,1,5,7,35,18
3,55,40,12,4,64,5,0,0,9,5,54,19
1,55,0,0,0,65,1,4,0,12,21,94,20
7,55,47,14,6,66,4,1,1,13,34,98,21
9,55,51,13,2,67,2,4,0,14,22,68,22
2,55,68,5,1,68,2,4,1,15,0,80,23
9,55,71,11,4,69,1,3,1,16,2,96,24
5,55,44,4,6,70,0,1,0,17,13,7,25
5,55,54,1,1,71,0,4,0,22,16,13,26
3,55,45,4,5,72,4,1,0,23,23,2,27
9,55,22,10,2,73,0,2,0,24,6,57,28
5,55,42,10,0,74,1,0,0,25,43,46,29
9,55,34,1,4,75,5,1,1,26,39,95,30
6,55,36,9,0,76,1,2,0,75,31,12,31
7,55,37,4,1,77,3,2,0,77,39,45,32
5,55,63,11,2,78,1,1,1,78,33,62,33
2,55,69,12,0,79,4,4,0,6,7,43,34
7,55,15,14,0,80,2,3,1,11,36,44,35
9,55,49,8,4,81,1,2,1,18,37,75,36
4,55,57,6,3,82,2,1,0,20,5,52,37
2,55,32,14,3,83,2,4,1,89,23,71,38
6,55,16,10,4,84,2,4,0,90,9,38,39
8,55,19,2,3,85,0,3,0,91,24,79,40
6,55,12,4,5,86,3,4,1,7,3,47,41
9,55,18,7,5,87,4,4,0,8,28,60,42
9,55,29,10,2,88,1,3,0,19,17,76,43
8,55,57,13,2,89,2,1,1,21,38,80,44
6,55,65,4,4,90,4,2,0,2,18,83,45
8,55,26,3,5,91,2,3,1,3,0,21,46
6,55,36,3,6,92,1,0,1,27,26,67,47
8,55,40,12,6,93,5,0,1,28,11,27,48
8,55,55,13,3,94,2,0,1,29,31,41,49
5,55,70,4,1,95,3,4,0,10,37,50,50
4,55,41,4,6,96,0,4,1,30,1,55,51
3,55,13,15,4,97,3,3,0,83,29,37,52
8,55,39,9,4,98,2,1,0,92,14,51,53
5,55,74,2,0,99,5,1,1,32,21,69,54
7,55,0,12,1,100,1,0,1,79,20,59,55
7,56,72,15,1,0,1,4,1,81,40,22,57
1,56,10,0,2,1,5,2,0,35,42,64,58
3,56,38,11,3,2,0,0,0,36,20,91,59
5,56,54,12,5,3,3,1,1,37,23,10,60
6,56,7,2,6,4,4,3,0,38,36,11,61
8,56,9,5,4,5,2,0,0,39,6,24,62
9,56,23,7,0,6,0,2,0,40,12,74,63
2,56,50,10,6,7,5,1,0,41,33,23,64
4,56,21,13,3,8,1,3,1,42,8,25,65
4,56,30,3,0,9,4,1,0,43,24,26,66
4,56,16,6,5,10,5,0,1,44,5,71,67
1,56,24,8,1,11,4,1,0,45,15,34,68
2,56,5,9,1,12,0,1,1,46,18,84,69
2,56,17,4,4,13,2,1,0,47,41,88,70
9,56,56,1,6,14,3,1,0,48,2,99,71
6,56,19,14,3,15,1,3,1,49,38,92,72
1,56,20,5,6,16,2,4,1,50,14,93,73
3,56,66,11,2,17,0,2,0,51,35,16,74
3,56,58,12,1,18,5,4,0,52,0,27,75
7,56,65,5,2,19,4,1,1,53,37,29,76
4,56,0,0,4,20,0,1,0,54,34,30,77
5,56,18,8,5,21,5,4,0,55,30,89,78
2,56,28,0,4,22,4,3,0,56,16,20,79
2,56,29,5,6,23,1,2,1,57,32,45,80
4,56,42,4,2,24,2,1,0,58,10,13,81
4,56,53,6,6,25,2,0,1,59,21,18,82
8,56,2,14,3,26,3,4,0,60,7,1,83
7,56,74,10,0,27,4,3,0,61,39,90,84
4,56,34,14,4,28,1,4,0,65,11,96,85
7,56,45,1,5,29,1,1,1,66,25,8,86
4,56,60,15,2,30,2,1,0,70,43,9,87
2,56,67,0,3,31,4,4,1,74,1,21,88
5,56,25,7,0,32,2,4,1,63,9,28,89
3,56,55,9,6,33,2,0,0,64,19,32,90
9,56,8,8,1,34,5,1,0,69,26,6,91
7,56,32,10,1,35,1,3,0,72,40,12,92
1,56,35,0,5,36,4,2,0,78,17,15,93
7,56,59,13,4,37,0,3,1,62,22,53,94
6,56,33,4,0,38,5,0,1,31,3,19,95
9,56,39,2,3,39,3,0,0,32,4,62,96
1,56,13,15,1,40,4,2,0,71,10,65,97
6,56,43,2,4,41,2,4,1,76,12,66,98
3,56,73,12,3,42,4,4,0,77,13,72,99
2,56,64,11,2,43,0,1,1,34,16,76,100
2,56,14,0,2,44,1,0,0,67,27,41,0
7,56,63,4,3,45,2,2,0,73,28,49,1
9,56,69,3,5,46,3,3,1,83,29,50,2
1,56,15,14,3,47,2,2,0,87,31,40,3
9,56,40,2,2,48,2,2,1,88,27,48,4
7,56,48,1,2,49,3,1,0,80,40,61,5
2,56,61,5,6,50,3,3,1,82,40,44,6
8,56,22,14,4,51,1,0,0,89,15,35,7
5,56,11,1,3,52,4,1,0,33,35,56,8
4,56,12,8,2,53,3,2,0,85,19,59,9
9,56,6,14,6,54,5,2,1,86,0,51,10
9,56,47,15,6,55,1,1,1,93,30,54,11
1,56,4,7,3,56,0,1,0,98,14,81,12
6,56,57,2,3,57,5,0,1,99,1,82,13
5,56,67,10,2,58,3,0,1,0,9,83,14
5,56,1,13,5,59,1,4,1,1,22,60,15
7,56,31,1,6,60,3,2,1,3,17,63,16
5,56,57,3,2,61,3,2,0,10,30,97,17
5,56,27,15,1,62,5,2,1,11,30,98,18
9,56,50,13,6,63,0,4,0,12,40,3,19
8,56,51,11,6,64,4,4,1,13,13,4,20
6,56,52,9,6,65,0,2,0,14,37,78,21
5,56,3,1,2,66,2,1,1,15,8,79,22
5,56,36,6,1,67,1,3,0,16,28,47,23
1,56,49,14,4,68,1,2,0,21,29,17,24
9,56,7,14,3,69,1,2,0,22,31,68,25
7,56,46,10,3,70,1,0,1,23,23,87,26
3,56,13,14,1,71,3,4,0,24,41,7,27
3,56,27,8,5,72,0,1,1,25,19,42,28
6,56,41,7,0,73,1,3,0,26,18,70,29
6,56,47,14,2,74,3,0,1,27,43,94,30
3,56,60,12,1,75,3,3,0,28,5,2,31
8,56,21,5,0,76,1,1,0,29,16,14,32
8,56,26,15,5,77,3,2,1,30,21,85,33
8,56,3,3,5,78,1,2,1,84,39,58,34
4,56,37,11,3,79,2,0,1,95,17,31,35
3,56,54,7,4,80,5,0,0,96,32,77,36
6,56,56,11,6,81,1,2,0,97,6,55,37
6,56,71,11,0,82,3,4,1,7,22,95,38
5,56,44,15,2,83,4,0,1,8,37,57,39
5,56,65,10,5,84,2,4,1,20,25,75,40
8,56,53,13,5,85,4,2,1,4,1,80,41
4,56,66,10,1,86,4,0,0,5,35,86,42
7,56,48,2,4,87,1,0,1,6,26,52,43
7,56,51,5,3,88,3,3,0,17,14,38,44
7,56,9,15,3,89,1,4,1,18,42,69,45
7,56,70,1,0,90,3,0,0,19,3,73,46
3,56,12,9,3,91,2,1,1,31,13,5,47
5,56,68,6,4,92,5,4,1,79,17,33,48
8,56,6,3,4,93,3,2,0,9,21,46,49
6,56,21,12,6,94,3,0,1,33,9,54,50
8,56,41,14,2,95,5,2,0,34,28,87,51
2,56,62,13,2,96,3,4,0,35,43,88,52
5,56,68,9,1,97,2,0,1,36,30,10,53
7,56,72,14,2,98,1,4,0,75,0,43,54
8,56,0,0,0,99,0,4,1,91,23,72,55
5,56,73,7,6,100,1,1,1,92,36,76,56
7,57,50,15,1,0,1,4,1,37,27,94,58
1,57,52,0,2,1,5,2,0,38,24,98,59
3,57,6,11,3,2,0,0,0,39,0,25,60
5,57,10,12,5,3,3,1,0,40,2,65,61
6,57,40,2,6,4,4,3,1,41,4,77,62
8,57,69,5,4,5,2,2,0,42,20,85,63
9,57,15,7,0,6,1,3,1,43,36,36,64
2,57,3,10,2,7,4,2,0,44,14,74,65
4,57,25,13,5,8,4,0,0,45,19,24,66
1,57,73,3,2,9,0,1,0,46,41,32,67
6,57,46,6,2,10,2,0,1,47,42,37,68
1,57,17,8,3,11,5,2,0,48,1,40,69
7,57,58,9,0,12,1,2,0,49,8,81,70
4,57,33,4,1,13,3,1,0,50,33,84,71
1,57,29,1,1,14,2,1,1,51,13,6,72
5,57,60,14,1,15,4,1,1,52,18,34,73
9,57,9,10,3,16,2,3,1,53,38,82,74
7,57,4,3,5,17,4,2,0,54,15,86,75
4,57,24,9,5,18,4,4,0,55,5,14,76
1,57,61,14,3,19,3,1,1,56,25,28,77
7,57,5,4,2,20,0,0,0,57,11,46,78
3,57,44,15,3,21,0,0,1,58,12,15,79
6,57,43,6,1,22,3,0,1,59,22,16,80
7,57,22,1,1,23,1,0,0,60,32,18,81
3,57,28,4,3,24,3,2,0,61,7,22,82
4,57,38,5,3,25,5,3,0,62,37,60,83
3,57,35,5,4,26,2,2,1,63,3,5,84
6,57,42,0,0,27,2,4,1,64,10,8,85
2,57,59,3,2,28,2,3,1,68,43,63,86
1,57,16,8,5,29,3,2,1,72,16,42,87
8,57,39,0,2,30,2,0,1,65,23,56,88
7,57,51,5,2,31,1,1,1,80,6,79,89
2,57,68,11,2,32,3,3,0,69,26,2,90
5,57,67,11,4,33,5,2,0,70,20,12,91
3,57,2,10,5,34,0,1,1,71,34,20,92
2,57,58,15,4,35,5,4,1,73,35,45,93
6,57,36,12,6,36,3,2,1,81,39,23,94
8,57,32,1,3,37,3,1,1,90,9,17,95
6,57,6,3,6,38,2,1,1,94,40,35,96
5,57,12,0,0,39,4,0,0,66,21,58,97
3,57,49,5,4,40,5,0,0,67,29,7,98
7,57,14,7,2,41,5,0,0,79,30,61,99
8,57,11,15,2,42,0,2,0,82,31,62,100
8,57,34,11,4,43,0,0,0,74,3,30,0
6,57,37,3,4,44,0,0,1,76,2,64,1
7,57,45,10,4,45,5,3,0,77,17,43,2
8,57,8,1,6,46,2,0,0,2,20,92,3
1,57,69,11,5,47,2,1,1,9,28,97,4
2,57,18,11,3,48,4,3,0,21,11,3,5
8,57,65,13,6,49,0,4,1,22,8,90,6
8,57,19,0,0,50,2,4,1,23,30,93,7
4,57,47,5,3,51,0,2,0,24,21,96,8
8,57,30,1,6,52,3,1,1,25,1,99,9
8,57,56,0,4,53,3,1,0,26,11,78,10
2,57,23,12,4,54,3,3,0,29,39,19,11
4,57,20,9,0,55,3,3,0,30,5,71,12
1,57,28,4,6,56,1,2,1,31,19,89,13
2,57,66,8,3,57,2,3,1,32,43,9,14
8,57,4,4,2,58,4,3,0,35,17,11,15
3,57,5,0,2,59,2,0,0,75,9,13,16
2,57,10,14,0,60,0,2,0,83,32,55,17
3,57,31,6,6,61,0,1,1,84,43,70,18
7,57,13,2,0,62,3,4,0,85,34,4,19
5,57,16,6,3,63,4,4,0,86,40,33,20
3,57,42,15,5,64,0,1,0,1,2,29,21
7,57,54,1,3,65,1,0,0,3,41,95,22
6,57,55,15,0,66,3,1,0,4,13,49,23
8,57,1,2,2,67,1,2,0,5,12,87,24
2,57,14,1,6,68,0,2,0,6,24,88,25
3,57,17,1,4,69,0,0,0,7,15,91,26
1,57,40,12,4,70,1,3,0,8,3,66,27
7,57,48,6,4,71,4,0,1,11,27,67,28
5,57,53,11,4,72,3,4,0,12,14,72,29
9,57,26,4,5,73,4,1,1,13,4,1,30
7,57,72,2,6,74,4,1,0,14,33,53,31
4,57,46,3,5,75,4,0,1,15,12,73,32
6,57,47,9,1,76,5,0,1,16,0,68,33
1,57,64,5,5,77,2,3,1,17,35,80,34
9,57,24,10,6,78,4,1,1,18,12,10,35
1,57,56,2,4,79,5,0,1,19,6,92,36
7,57,0,6,6,80,1,4,1,28,16,75,37
3,57,18,2,6,81,4,0,1,34,26,27,38
1,57,62,6,2,82,1,1,0,98,26,26,39
7,57,21,5,6,83,1,2,0,10,14,38,40
8,57,63,1,2,84,2,4,1,33,15,39,41
8,57,71,12,6,85,4,2,0,36,4,57,42
9,57,24,3,6,86,5,2,1,27,25,69,43
4,57,32,13,4,87,3,4,1,37,27,48,44
8,57,43,8,5,88,3,4,1,0,9,51,45
9,57,74,0,0,89,5,1,0,20,27,52,46
2,57,29,4,0,90,5,3,1,39,34,76,47
5,57,70,14,5,91,4,3,1,40,27,59,48
3,57,7,13,0,92,3,2,0,41,36,21,49
8,57,10,0,4,93,0,1,0,42,27,83,50
1,57,27,9,0,94,0,1,0,43,12,94,51
9,57,45,9,3,95,4,1,0,48,4,95,52
9,57,57,2,0,96,5,4,1,72,33,31,53
4,57,20,0,5,97,1,3,1,78,31,47,54
4,57,8,5,4,98,2,2,1,87,9,54,55
7,57,23,9,1,99,4,1,0,88,7,41,56
3,57,39,4,5,100,2,3,1,93,41,44,57
7,58,11,15,1,0,1,4,1,95,5,61,59
1,58,70,0,2,1,5,2,0,96,42,62,60
3,58,28,11,3,2,0,0,1,97,6,63,61
5,58,37,12,5,3,3,1,1,45,10,17,62
6,58,59,2,6,4,4,3,1,46,8,24,63
8,58,25,5,4,5,2,1,1,47,35,90,64
9,58,39,7,0,6,5,0,1,49,29,26,65
2,58,49,10,0,7,4,4,0,50,32,29,66
4,58,53,13,6,8,2,2,1,51,41,30,67
