# ACTS Test Suite Generation: Thu Jul 22 14:51:25 JST 2021
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 13
# Maximum number of values per parameter: 94
# Number of configurations: 5551
age,workclass,fnlwgt,education,martial_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
7,0,63,12,1,7,4,4,1,22,20,18,9
8,100,68,12,3,0,1,1,0,27,37,18,10
4,0,72,3,2,12,4,3,1,34,39,18,11
3,3,74,2,0,6,5,0,1,1,43,18,12
5,3,0,11,1,10,3,4,0,41,0,19,13
7,4,1,13,2,0,4,0,1,99,1,19,14
8,7,2,0,4,1,0,1,1,0,2,19,15
3,1,3,7,0,3,1,3,0,1,27,19,16
4,6,4,12,3,4,2,2,1,2,28,19,17
6,100,5,2,6,8,5,0,1,4,30,19,18
9,2,6,4,5,11,3,2,0,5,36,19,19
1,5,7,5,4,100,2,1,1,9,13,19,20
2,0,8,6,2,2,2,3,0,3,14,19,21
4,1,9,8,2,7,3,1,1,7,11,19,22
5,4,10,14,4,9,3,3,1,13,12,19,23
4,0,11,3,2,12,4,2,0,34,17,19,24
2,7,12,12,6,5,1,4,1,15,23,19,25
4,5,13,15,1,6,2,2,0,18,3,19,26
6,5,14,9,0,12,1,2,0,6,4,19,27
2,0,15,1,2,13,5,1,0,14,6,19,28
3,0,16,4,0,13,4,4,0,8,8,19,29
8,1,17,8,1,1,1,1,1,20,19,19,30
5,4,18,10,0,0,0,4,1,22,24,19,31
5,2,19,15,4,1,4,1,1,25,25,19,32
4,100,20,9,3,13,3,1,0,6,26,19,33
2,2,21,1,5,6,0,0,0,27,10,19,34
5,7,22,9,4,1,1,0,0,4,16,19,35
9,7,23,3,2,9,4,2,1,41,9,19,36
2,4,24,2,1,13,4,1,1,10,15,19,37
2,3,25,12,4,3,2,4,1,11,37,19,38
5,3,26,5,1,10,4,2,1,13,39,19,39
1,4,27,3,2,11,4,2,1,14,43,19,40
6,6,28,10,3,8,1,4,1,15,22,19,100
6,2,29,3,3,0,0,2,0,18,25,19,0
4,7,30,6,0,2,1,2,0,20,4,19,1
4,2,31,14,4,10,3,0,0,22,6,19,2
9,7,32,3,4,3,3,3,0,1,8,19,3
1,7,33,0,0,0,1,0,0,2,17,19,4
1,1,34,10,1,1,0,0,1,3,18,19,5
5,2,35,12,0,9,5,2,1,4,27,19,6
6,3,36,15,0,100,0,1,0,5,28,19,7
6,5,37,2,3,10,1,1,1,6,21,19,8
6,6,38,8,3,1,5,0,1,7,22,19,9
3,100,39,5,1,10,2,0,1,8,23,19,10
6,6,40,8,4,12,1,1,0,18,2,19,11
1,1,42,11,2,4,4,2,1,20,3,19,12
4,1,43,9,5,13,1,0,1,22,14,19,13
6,2,44,11,4,12,1,0,1,25,20,19,14
3,7,45,4,6,6,2,4,0,0,24,19,15
6,100,46,8,5,2,2,0,1,1,15,19,16
5,2,47,4,2,9,5,1,0,2,16,19,17
8,7,48,14,5,3,1,2,1,27,17,19,18
1,4,49,6,5,6,5,2,1,4,12,19,19
6,2,51,10,6,3,2,1,1,5,30,19,20
6,1,54,9,6,8,0,1,1,9,39,19,21
3,5,56,10,1,10,0,2,1,0,13,19,22
5,100,58,1,1,8,1,1,0,8,0,19,23
7,0,59,0,2,11,0,1,1,2,1,19,24
2,0,61,14,0,6,0,2,0,10,26,19,25
1,6,63,13,6,3,3,1,0,11,27,19,26
9,7,68,0,1,13,5,4,0,8,28,19,27
6,6,72,1,2,3,5,2,0,99,30,19,28
4,0,74,5,4,4,0,1,1,7,10,19,29
5,3,0,11,1,0,3,4,0,11,9,20,30
7,4,1,13,2,1,4,0,1,13,36,20,31
8,7,2,0,4,10,0,1,1,14,11,20,32
3,1,3,7,0,11,1,3,0,99,22,20,33
4,6,4,2,3,100,2,2,1,3,23,20,34
6,100,5,3,6,3,5,3,1,15,24,20,35
9,2,6,4,5,4,3,0,1,41,25,20,36
1,5,7,5,2,8,2,0,0,5,26,20,37
2,0,8,6,0,9,2,0,1,34,3,20,38
6,1,9,12,6,2,1,0,1,1,4,20,39
3,4,10,14,3,7,5,0,0,18,6,20,40
6,4,11,15,4,5,4,3,0,20,8,20,100
2,6,12,1,6,6,2,3,1,22,13,20,0
5,6,13,3,3,12,4,1,1,9,14,20,1
2,2,14,13,6,13,5,1,0,0,43,20,2
7,0,15,9,4,2,2,0,0,4,0,20,3
4,0,16,10,1,9,2,4,1,25,1,20,4
1,6,17,8,5,1,4,4,1,2,16,20,5
5,6,18,12,3,5,1,4,1,10,17,20,6
6,3,19,2,0,12,4,0,1,27,20,20,7
1,100,20,8,6,3,4,0,1,99,21,20,8
2,100,21,1,1,11,2,1,0,6,10,20,9
2,7,22,6,0,4,5,1,0,7,11,20,10
3,5,23,3,6,4,0,0,1,9,12,20,11
9,3,24,6,6,12,2,1,1,14,15,20,12
9,100,25,5,4,3,1,4,0,15,18,20,13
5,100,26,5,1,6,0,0,0,41,19,20,14
7,100,27,3,4,12,3,2,0,3,37,20,15
1,7,28,10,2,10,0,0,0,4,39,20,16
5,6,29,4,3,5,5,0,0,8,2,20,17
3,4,30,5,4,3,4,0,0,9,27,20,18
7,6,31,8,6,9,1,1,1,10,28,20,19
5,0,32,13,6,3,4,4,1,34,37,20,20
2,0,33,11,3,13,4,4,0,13,36,20,21
3,6,34,14,0,13,3,4,1,14,43,20,22
3,5,35,0,2,100,0,3,1,15,10,20,23
5,7,36,1,6,7,4,2,0,18,11,20,24
3,5,37,14,5,8,2,2,1,20,14,20,25
3,2,38,5,2,100,2,0,0,22,15,20,26
3,3,39,3,3,5,0,3,0,25,16,20,27
8,0,40,6,0,2,3,0,0,3,17,20,28
8,7,42,2,5,8,3,1,0,6,18,20,29
6,7,43,0,1,11,1,4,0,7,30,20,30
3,100,44,4,2,9,2,2,1,99,8,20,31
8,7,45,14,5,0,3,1,0,27,9,20,32
4,100,46,14,2,11,4,1,0,34,10,20,33
7,6,47,2,4,100,2,3,1,13,3,20,34
4,1,48,14,5,8,0,1,1,14,4,20,35
7,6,49,5,5,12,4,4,0,0,6,20,36
6,4,51,8,5,2,1,0,0,1,24,20,37
8,0,54,11,2,7,1,0,0,2,25,20,38
9,4,56,10,5,12,4,4,1,3,26,20,39
9,100,58,8,1,6,4,3,0,22,27,20,40
1,4,59,13,5,9,5,3,0,27,12,20,100
9,1,61,2,6,5,4,1,1,34,13,20,0
5,2,63,13,6,9,0,1,1,5,39,20,1
8,0,68,4,2,0,1,1,1,41,1,20,2
3,4,72,13,4,1,3,0,1,0,2,20,3
8,1,74,13,4,7,1,3,0,4,23,20,4
5,3,0,11,1,0,3,4,0,5,24,21,5
7,4,1,0,2,1,4,0,1,6,25,21,6
8,7,2,7,4,10,0,1,1,7,26,21,7
3,1,3,13,0,11,1,3,1,8,9,21,8
4,6,4,2,3,100,2,2,1,27,36,21,9
6,100,5,4,6,3,5,0,0,1,21,21,10
9,2,6,5,5,4,4,0,1,25,22,21,11
1,5,7,6,3,8,1,1,1,99,23,21,12
2,0,8,12,0,9,2,2,1,10,39,21,13
1,2,9,14,2,2,0,2,1,11,43,21,14
5,1,10,15,4,7,5,0,1,2,0,21,15
6,100,11,1,6,5,2,2,0,14,1,21,16
5,100,12,3,1,6,3,4,1,0,18,21,17
6,3,13,9,6,12,0,4,0,11,19,21,18
7,5,14,10,6,13,1,3,1,13,20,21,19
8,2,15,8,5,100,0,4,1,15,17,21,20
6,6,16,3,4,13,5,0,1,18,12,21,21
3,7,17,2,5,4,2,2,0,9,13,21,22
2,0,18,6,3,1,0,3,1,20,14,21,23
2,3,19,10,1,7,0,1,0,4,15,21,24
4,3,20,8,2,10,0,0,1,41,2,21,25
5,100,21,6,4,9,2,4,1,22,3,21,26
3,0,22,1,3,7,0,3,1,34,4,21,27
4,3,23,15,1,13,0,0,0,99,27,21,28
6,1,24,3,5,100,3,4,0,3,28,21,29
1,2,25,11,0,6,1,0,0,41,30,21,30
8,7,26,1,6,8,0,0,0,5,10,21,31
8,0,27,11,0,6,4,0,1,6,11,21,32
5,100,28,3,0,11,2,3,1,7,20,21,33
2,3,29,15,6,12,5,3,1,1,21,21,34
5,6,30,9,4,4,5,2,1,18,22,21,35
8,1,31,1,2,7,2,1,0,27,23,21,36
6,1,32,13,5,12,5,2,0,8,6,21,37
5,3,33,8,6,9,4,1,1,5,8,21,38
7,5,34,2,0,6,2,1,1,9,16,21,39
5,5,35,9,4,8,5,0,1,10,37,21,40
5,6,36,13,1,5,0,3,0,11,36,21,100
3,4,37,4,6,8,1,1,0,13,9,21,0
4,7,38,11,3,3,5,4,0,15,20,21,1
3,2,39,7,3,9,0,2,1,1,21,21,2
8,6,40,6,5,0,0,3,0,20,22,21,3
6,100,42,2,0,9,5,3,0,34,15,21,4
2,7,43,0,4,6,2,0,0,41,2,21,5
9,4,44,10,4,4,4,2,0,9,19,21,6
4,0,45,5,5,2,2,4,1,22,4,21,7
7,5,46,14,0,4,0,3,0,25,6,21,8
4,1,47,15,4,9,3,0,1,8,8,21,9
7,7,48,9,4,13,3,1,0,10,9,21,10
2,5,49,14,5,6,0,3,1,11,18,21,11
6,6,51,12,0,3,4,4,1,13,19,21,12
9,7,54,8,1,1,5,3,1,18,24,21,13
1,100,56,5,4,100,3,4,1,20,25,21,14
7,0,58,10,6,9,0,3,1,25,26,21,15
7,100,59,11,4,7,5,2,1,3,17,21,16
6,2,61,8,3,8,2,3,1,4,28,21,17
5,100,63,12,3,2,0,0,1,18,37,21,18
9,5,68,6,6,10,2,4,0,6,16,21,19
1,7,72,14,2,10,3,1,1,7,43,21,20
8,2,74,12,5,5,0,4,0,15,0,21,21
5,3,0,11,1,0,3,4,0,27,30,22,22
7,4,1,0,2,1,4,0,1,14,39,22,23
8,7,2,7,4,10,0,1,0,15,43,22,24
3,1,3,13,0,11,1,3,1,2,0,22,25
4,6,4,2,3,100,2,2,1,0,1,22,26
6,100,5,4,6,3,5,1,1,3,14,22,27
9,2,6,5,5,4,5,3,1,4,3,22,28
1,5,7,6,1,8,5,2,1,6,4,22,29
2,0,8,12,0,9,0,3,0,7,6,22,30
4,3,9,14,5,2,5,2,0,8,18,22,31
5,6,10,15,1,7,5,1,0,25,19,22,32
7,2,11,1,0,5,1,3,1,99,36,22,33
3,5,12,9,2,6,4,4,1,1,11,22,34
1,7,13,10,4,12,3,0,0,13,12,22,35
3,6,14,3,1,13,4,1,0,14,13,22,36
2,2,15,8,6,13,2,3,1,10,2,22,37
1,6,16,7,6,100,5,0,1,11,15,22,38
2,7,17,12,1,6,2,3,1,5,23,22,39
6,1,18,9,0,3,4,1,0,9,26,22,40
1,7,19,8,6,13,1,3,0,22,27,22,100
6,0,20,6,3,9,5,2,1,20,37,22,0
1,4,21,15,3,12,1,4,1,34,22,22,1
2,3,22,11,0,8,0,2,0,41,24,22,2
6,3,23,2,3,8,4,3,0,18,25,22,3
9,3,24,12,3,0,1,1,0,99,8,22,4
6,4,25,5,1,5,3,2,0,4,9,22,5
3,6,26,3,0,7,4,3,1,2,17,22,6
6,1,27,8,6,1,2,4,0,20,21,22,7
9,2,28,4,6,0,5,0,1,0,30,22,8
2,4,29,7,6,6,2,0,0,5,16,22,9
8,5,30,2,6,11,5,2,0,6,10,22,10
5,100,31,6,0,11,2,0,1,3,20,22,11
1,2,32,6,3,8,5,4,0,7,28,22,12
6,5,33,6,0,3,2,0,0,8,0,22,13
3,4,34,13,0,8,4,0,0,99,9,22,14
8,5,35,9,5,12,0,4,1,0,11,22,15
2,0,36,15,4,4,0,2,1,1,25,22,16
2,2,37,5,2,3,0,1,1,2,26,22,17
6,1,38,10,5,4,1,2,0,10,3,22,18
2,100,39,3,6,2,1,1,0,11,13,22,19
6,7,40,0,1,2,3,0,0,5,14,22,20
6,6,42,10,1,4,5,3,0,14,20,22,21
7,1,43,7,6,13,3,1,1,4,21,22,22
3,3,44,7,3,13,1,3,1,20,22,22,23
7,2,45,2,3,5,4,3,1,9,23,22,24
1,7,46,11,0,8,2,4,0,10,12,22,25
1,1,47,12,4,3,1,0,1,41,13,22,26
1,0,48,11,6,12,5,1,0,99,2,22,27
1,2,49,8,5,6,0,1,1,15,15,22,28
1,2,51,14,5,5,2,1,1,18,16,22,29
7,2,54,8,6,6,3,1,0,13,17,22,30
1,2,56,7,1,13,5,1,1,22,20,22,31
2,2,58,8,6,8,5,1,0,1,37,22,32
8,0,59,6,0,13,3,3,1,3,39,22,33
4,5,61,3,2,5,1,3,0,27,43,22,34
9,1,63,15,4,7,4,4,1,34,0,22,35
4,4,68,9,3,7,5,4,0,25,1,22,36
1,3,72,0,4,100,3,1,0,27,14,22,37
5,4,74,1,0,7,2,1,0,34,27,22,38
5,3,0,11,1,0,3,4,0,13,28,23,39
7,4,1,0,2,1,4,0,1,20,30,23,40
8,7,2,7,4,10,0,1,1,22,18,23,100
3,1,3,13,0,11,1,3,1,25,19,23,0
4,6,4,2,3,100,2,2,0,9,10,23,1
6,100,5,4,6,3,5,2,0,10,13,23,2
9,2,6,5,5,4,3,3,1,8,14,23,3
1,5,7,6,0,8,2,0,1,2,9,23,4
2,0,8,12,3,9,2,1,0,6,36,23,5
9,100,9,14,5,2,0,4,0,41,3,23,6
6,4,10,15,3,7,4,4,0,5,2,23,7
6,3,11,1,1,5,3,0,1,0,27,23,8
9,2,12,9,6,6,4,4,1,11,1,23,9
3,6,13,10,1,12,2,3,1,14,6,23,10
2,100,14,3,3,13,2,2,1,99,8,23,11
8,3,15,8,6,3,3,4,0,7,37,23,12
1,6,16,9,2,2,3,4,0,1,24,23,13
1,5,17,0,1,5,0,1,1,15,4,23,14
4,100,18,7,2,9,5,4,1,3,20,23,15
9,3,19,8,2,13,5,4,0,18,21,23,16
4,2,20,6,6,12,3,3,1,27,11,23,17
2,6,21,6,5,0,1,4,1,34,12,23,18
9,3,22,4,5,8,0,0,0,4,18,23,19
3,5,23,15,6,5,5,0,1,27,19,23,20
9,4,24,0,3,10,4,2,1,25,22,23,21
8,6,25,15,0,100,5,1,0,22,0,23,22
9,100,26,10,3,100,3,1,1,25,15,23,23
1,100,27,7,0,100,1,3,1,99,16,23,24
3,3,28,4,1,1,3,2,0,22,36,23,25
2,2,29,8,1,0,0,1,0,4,43,23,26
1,4,30,14,0,4,0,2,1,5,26,23,27
4,6,31,15,0,9,3,1,0,6,39,23,28
5,1,32,2,1,9,5,3,1,11,23,23,29
5,2,33,2,2,6,4,0,0,6,25,23,30
4,1,34,11,4,5,5,0,0,7,28,23,31
6,0,35,4,5,12,0,1,0,8,17,23,32
3,6,36,9,4,10,3,2,0,13,1,23,33
8,5,37,12,4,13,4,4,1,14,4,23,34
1,100,38,1,4,8,1,1,1,14,6,23,35
9,5,39,10,5,1,2,2,0,15,11,23,36
9,3,40,0,4,7,3,1,1,6,12,23,37
1,0,42,10,6,6,2,1,1,7,36,23,38
4,1,43,6,3,11,4,1,0,8,12,23,39
5,7,44,15,1,5,1,0,0,5,13,23,40
9,7,45,6,1,11,2,2,1,6,14,23,100
3,0,46,14,6,1,0,2,0,7,24,23,0
8,2,47,5,4,8,1,0,1,11,10,23,1
7,5,48,8,4,2,5,4,1,9,30,23,2
8,7,49,5,1,4,4,3,1,34,24,23,3
7,5,51,0,5,5,4,3,1,41,25,23,4
7,7,54,5,4,0,4,0,1,3,26,23,5
2,1,56,11,6,12,0,1,0,1,3,23,6
5,4,58,8,0,7,5,1,0,2,8,23,7
7,100,59,13,6,11,4,3,0,9,10,23,8
2,6,61,12,5,13,5,3,1,15,11,23,9
3,3,63,11,6,12,1,1,1,25,17,23,10
7,0,68,12,3,100,3,1,1,13,36,23,11
8,1,72,11,5,11,1,0,0,14,17,23,12
6,1,74,1,6,8,2,3,0,0,20,23,13
5,3,0,11,1,0,3,4,0,18,21,24,14
7,4,1,0,2,1,4,0,1,34,22,24,15
8,7,2,7,4,10,0,1,1,41,23,24,16
3,1,3,13,0,11,1,3,1,0,39,24,17
4,6,4,2,3,100,2,2,1,2,43,24,18
6,100,5,4,6,3,5,4,1,10,0,24,19
9,2,6,5,5,4,1,0,1,1,1,24,20
1,5,7,6,6,8,5,4,1,27,2,24,21
2,0,8,12,2,9,0,2,0,20,27,24,22
3,100,9,14,5,2,4,0,0,4,28,24,23
1,100,10,15,0,7,5,3,0,8,30,24,24
9,1,11,1,6,5,4,1,1,9,24,24,25
9,3,12,9,0,6,2,3,0,11,37,24,26
5,2,13,10,3,12,1,0,1,25,9,24,27
9,1,14,3,0,13,4,3,1,99,16,24,28
1,2,15,8,0,7,2,3,1,3,4,24,29
8,100,16,10,5,4,2,3,0,13,6,24,30
2,4,17,9,2,12,2,3,0,15,8,24,31
6,6,18,10,6,2,5,0,1,22,15,24,32
4,6,19,4,6,2,2,0,0,41,18,24,33
6,4,20,7,4,2,2,4,0,5,19,24,34
5,7,21,4,3,11,3,1,1,7,25,24,35
4,1,22,5,5,4,5,1,1,8,26,24,36
9,0,23,8,0,100,3,3,0,14,10,24,37
9,2,24,9,3,2,1,2,1,20,11,24,38
5,6,25,14,3,6,5,4,0,34,3,24,39
2,7,26,1,5,8,3,4,0,18,12,24,40
9,6,27,10,2,9,2,2,0,6,13,24,100
3,6,28,4,1,1,5,1,1,4,14,24,0
2,6,29,7,6,6,1,0,0,2,36,24,1
1,4,30,14,6,2,1,1,1,2,17,24,2
6,3,31,2,6,5,4,0,1,22,18,24,3
2,1,32,6,2,7,1,3,1,4,19,24,4
8,7,33,0,6,0,0,2,0,8,30,24,5
4,100,34,0,0,11,5,2,0,18,37,24,6
5,1,35,13,2,0,0,4,0,0,39,24,7
6,3,36,8,2,7,0,1,1,8,43,24,8
3,4,37,12,4,4,2,3,0,34,28,24,9
8,7,38,3,4,5,2,2,0,14,1,24,10
8,0,39,1,0,2,0,3,1,2,4,24,11
4,0,40,0,4,7,0,3,1,10,6,24,12
1,4,42,6,4,10,5,1,1,10,8,24,13
2,5,43,13,1,2,0,3,1,14,9,24,14
4,7,44,1,3,11,1,0,1,15,16,24,15
3,0,45,7,0,10,4,0,0,0,20,24,16
2,2,46,1,1,4,0,4,1,22,27,24,17
7,6,47,7,0,10,3,1,1,34,11,24,18
2,4,48,2,0,9,1,4,0,3,21,24,19
9,1,49,0,5,11,3,1,1,22,22,24,20
5,7,51,15,0,9,3,0,1,15,23,24,21
8,2,54,9,0,5,2,4,1,20,2,24,22
2,100,56,9,3,13,5,0,1,18,15,24,23
8,100,58,5,3,7,1,2,0,13,16,24,24
2,6,59,15,6,8,5,4,1,18,22,24,25
5,1,61,12,6,3,2,1,0,41,23,24,26
4,3,63,8,0,11,5,2,1,2,3,24,27
7,1,68,10,0,0,1,4,1,20,43,24,28
2,3,72,13,0,2,1,4,1,9,0,24,29
6,7,74,8,3,11,1,4,1,10,3,24,30
5,3,0,11,1,0,3,4,0,0,4,25,31
7,4,1,0,2,1,4,0,1,1,6,25,32
8,7,2,7,4,10,0,1,0,11,8,25,33
3,1,3,13,0,11,1,3,0,13,12,25,34
4,6,4,2,3,100,2,2,0,27,13,25,35
6,100,5,4,6,3,5,4,1,34,26,25,36
9,2,6,5,5,4,4,0,0,41,27,25,37
1,5,7,6,5,8,1,4,1,99,28,25,38
2,0,8,12,6,9,1,4,1,0,10,25,39
5,2,9,14,5,2,2,3,1,2,17,25,40
5,7,10,15,1,7,0,0,1,10,18,25,100
2,100,11,1,1,5,5,4,0,14,19,25,0
6,5,12,9,0,6,3,3,1,15,21,25,1
2,0,13,10,5,12,5,3,0,18,15,25,2
4,6,14,3,0,13,2,1,0,22,36,25,3
9,0,15,8,5,4,5,2,0,25,9,25,4
8,0,16,6,0,12,1,1,1,2,30,25,5
4,3,17,11,0,3,4,3,1,3,1,25,6
5,1,18,0,6,12,4,4,1,4,2,25,7
1,1,19,13,1,8,0,0,0,5,3,25,8
9,100,20,9,5,3,1,0,0,7,14,25,9
8,5,21,13,6,6,0,2,0,8,0,25,10
7,7,22,3,1,7,4,4,0,9,37,25,11
9,1,23,9,2,10,5,2,0,20,39,25,12
8,1,24,13,4,6,5,4,1,27,25,25,13
2,100,25,11,0,0,3,0,0,6,24,25,14
6,1,26,14,1,1,3,4,0,1,20,25,15
8,6,27,6,6,100,3,4,1,6,23,25,16
1,3,28,12,2,0,4,4,0,99,10,25,17
5,5,29,7,4,0,1,1,0,5,11,25,18
1,3,30,12,3,9,3,0,0,25,39,25,19
8,3,31,12,6,5,0,3,1,22,43,25,20
6,6,32,11,6,7,2,2,0,15,0,25,21
1,1,33,15,1,3,2,3,1,8,1,25,22
1,3,34,5,0,3,3,0,1,6,2,25,23
4,6,35,8,0,0,2,2,0,34,6,25,24
7,5,36,10,6,5,5,2,1,34,16,25,25
3,4,37,14,3,10,5,0,1,18,19,25,26
6,1,38,1,2,5,4,1,1,25,39,25,27
7,2,39,6,3,11,1,3,1,22,8,25,28
5,0,40,15,5,13,1,3,1,11,9,25,29
8,7,42,5,5,0,3,2,0,25,23,25,30
8,3,43,14,1,6,3,4,1,8,22,25,31
8,5,44,14,0,7,4,2,1,13,25,25,32
2,5,45,8,6,2,4,1,0,0,26,25,33
6,1,46,12,1,2,4,4,0,4,27,25,34
3,5,47,3,4,12,0,4,1,18,28,25,35
6,2,48,3,5,1,5,1,1,34,12,25,36
7,7,49,14,0,13,0,3,0,14,36,25,37
7,5,51,5,6,6,0,0,0,22,37,25,38
1,6,54,15,4,10,4,0,1,99,14,25,39
9,2,56,0,6,13,1,0,1,10,18,25,40
1,2,58,6,1,1,4,4,0,15,24,25,100
6,1,59,9,2,12,3,0,1,5,15,25,0
6,6,61,9,1,0,2,2,1,6,16,25,1
5,1,63,8,2,7,2,0,1,2,30,25,2
3,7,68,15,6,10,1,1,1,5,13,25,3
6,2,72,10,2,6,3,0,0,6,21,25,4
3,4,74,1,3,1,1,4,0,41,4,25,5
5,3,0,11,1,0,3,4,0,0,6,26,6
7,4,1,0,2,1,4,0,1,1,9,26,7
8,7,2,7,4,10,0,1,0,10,10,26,8
3,1,3,13,0,11,1,3,1,11,11,26,9
4,6,4,2,3,100,2,2,1,13,12,26,10
6,100,5,4,6,3,5,4,0,15,28,26,11
9,2,6,5,5,4,5,2,0,18,13,26,12
1,5,7,6,5,8,0,0,0,22,14,26,13
2,0,8,12,6,9,5,2,1,27,15,26,14
2,5,9,14,2,2,3,3,1,34,25,26,15
1,6,10,15,6,7,1,1,0,41,26,26,16
6,5,11,1,0,5,0,1,0,2,0,26,17
4,1,12,9,0,6,4,2,1,3,2,26,18
6,6,13,10,0,12,1,2,0,4,21,26,19
7,0,14,3,2,13,2,3,1,5,22,26,20
2,1,15,8,1,13,5,4,0,7,24,26,21
7,3,16,6,4,8,0,0,0,8,37,26,22
7,3,17,4,4,11,5,3,1,99,43,26,23
7,3,18,10,5,2,1,3,1,0,3,26,24
2,2,19,5,0,11,1,1,0,9,4,26,25
9,5,20,0,1,13,4,4,0,13,17,26,26
4,1,21,3,3,9,1,1,1,14,18,26,27
6,5,22,0,4,6,2,4,1,25,19,26,28
4,5,23,7,0,100,2,4,1,6,20,26,29
7,6,24,1,5,6,2,4,0,20,36,26,30
5,6,25,11,2,6,5,1,0,41,27,26,31
6,100,26,2,1,3,0,4,0,9,1,26,32
6,100,27,15,1,13,1,2,0,4,30,26,33
2,5,28,13,5,9,4,3,1,18,8,26,34
8,6,29,4,4,2,4,0,1,13,23,26,35
3,4,30,5,3,7,2,1,0,1,24,26,36
8,0,31,5,3,100,5,4,0,22,27,26,37
4,4,32,8,6,1,0,4,0,5,39,26,38
2,100,33,13,6,6,4,1,1,20,3,26,39
8,5,34,11,4,0,2,2,1,0,11,26,40
6,1,35,7,3,10,2,3,0,5,0,26,100
8,3,36,12,3,3,2,2,1,10,1,26,0
1,2,37,6,0,4,2,0,1,20,2,26,1
1,0,38,14,4,7,2,3,1,34,10,26,2
1,3,39,15,0,0,5,3,1,15,16,26,3
9,2,40,9,4,9,1,3,0,9,3,26,4
3,4,42,3,0,11,4,3,0,27,4,26,5
7,100,43,12,2,8,3,1,0,18,6,26,6
3,2,44,9,3,4,3,0,0,18,12,26,7
1,3,45,9,1,8,0,1,1,3,13,26,8
3,100,46,15,1,5,4,1,0,11,14,26,9
1,7,47,7,1,12,5,1,1,22,15,26,10
7,4,48,15,3,3,0,0,1,11,19,26,11
3,3,49,4,6,11,4,0,1,34,28,26,12
3,3,51,7,1,1,2,2,0,6,8,26,13
6,0,54,15,6,5,2,0,0,1,9,26,14
8,7,56,3,6,5,3,4,0,10,21,26,15
7,5,58,12,5,12,2,4,1,7,22,26,16
5,4,59,15,3,5,0,3,0,41,25,26,17
4,0,61,11,1,1,4,0,1,7,30,26,18
9,7,63,0,0,5,1,3,0,1,36,26,19
6,7,68,13,4,9,0,1,1,15,25,26,20
1,5,72,4,3,0,3,3,0,13,26,26,21
4,5,74,14,2,6,0,4,1,7,18,26,22
5,3,0,11,1,0,3,4,0,1,37,27,23
7,4,1,0,2,1,4,0,1,10,17,27,24
8,7,2,7,4,10,0,1,0,11,21,27,25
3,1,3,13,0,11,1,3,1,13,24,27,26
4,6,4,2,3,100,2,2,1,15,20,27,27
6,100,5,4,6,3,5,1,0,18,43,27,28
9,2,6,5,5,4,1,1,1,22,0,27,29
1,5,7,6,4,8,0,1,0,27,1,27,30
2,0,8,12,1,9,0,0,0,34,2,27,31
9,7,9,14,4,2,3,3,1,41,8,27,32
1,1,10,15,6,7,1,4,0,0,4,27,33
2,2,11,1,1,5,2,0,1,2,6,27,34
8,1,12,9,0,6,4,3,0,3,9,27,35
4,7,13,10,0,12,2,1,0,4,10,27,36
6,6,14,3,0,13,2,3,0,5,11,27,37
8,100,15,8,5,0,4,2,1,7,12,27,38
9,0,16,5,1,100,1,3,1,8,13,27,39
1,5,17,14,1,4,3,3,1,9,14,27,40
7,5,18,10,3,9,4,1,0,14,19,27,100
6,3,19,11,3,8,0,2,1,20,39,27,0
5,7,20,12,4,100,3,3,1,25,16,27,1
5,5,21,15,6,10,3,1,0,10,23,27,2
7,5,22,1,3,3,1,2,0,99,28,27,3
1,4,23,13,5,6,1,0,0,6,30,27,4
2,3,24,5,6,7,2,1,1,13,18,27,5
1,3,25,15,3,8,0,3,0,18,22,27,6
9,4,26,9,0,5,2,2,0,6,27,27,7
2,1,27,9,6,8,0,1,0,41,26,27,8
3,3,28,15,3,2,5,0,1,22,15,27,9
3,100,29,4,0,0,3,4,0,0,20,27,10
2,5,30,7,6,13,4,0,0,18,36,27,11
8,3,31,0,3,7,5,1,0,34,3,27,12
6,6,32,10,6,12,0,4,1,13,43,27,13
7,0,33,7,5,2,5,3,0,10,6,27,14
9,6,34,0,4,6,5,0,1,11,25,27,15
1,3,35,14,6,8,1,0,1,0,26,27,16
6,0,36,11,2,13,1,3,1,25,27,27,17
5,2,37,1,3,100,0,3,0,8,37,27,18
9,7,38,0,2,13,0,2,1,7,0,27,19
7,100,39,1,4,4,2,0,1,10,1,27,20
4,6,40,10,6,4,0,1,0,34,16,27,21
3,5,42,0,5,1,1,0,0,8,17,27,22
5,100,43,7,4,2,3,1,1,8,19,27,23
2,3,44,8,3,9,3,3,1,10,23,27,24
9,1,45,13,3,1,3,3,1,14,43,27,25
7,0,46,8,0,7,0,4,0,5,25,27,26
4,3,47,10,6,11,1,2,0,13,4,27,27
1,2,48,1,1,9,5,2,1,7,11,27,28
1,4,49,10,5,12,1,4,1,18,13,27,29
8,0,51,10,1,13,4,0,0,41,11,27,30
9,1,54,0,1,4,5,0,1,2,12,27,31
3,5,56,7,2,6,1,2,1,41,21,27,32
7,100,58,9,6,5,1,3,0,15,14,27,33
5,7,59,15,1,3,5,0,0,99,20,27,34
6,7,61,8,1,9,3,2,0,27,8,27,35
6,5,63,11,4,9,4,1,0,1,9,27,36
