# ACTS Test Suite Generation: Thu Jul 22 15:11:19 JST 2021
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 20
# Maximum number of values per parameter: 128
# Number of configurations: 4227
checking_status,duration,credit_history,purpose,credit_amount,saving_status,emplyoment,installment_commintment,sex,other_parties,residence,property_magnitude,age,other_emplyoment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker
1,36,1,9,22,2,4,1,1,1,1,1,1,3,3,1,3,1,2,1
3,39,2,10,22,4,4,4,0,1,4,2,4,3,1,1,4,2,2,2
4,40,2,6,22,1,1,4,0,3,1,1,1,2,2,4,4,1,2,2
3,42,0,6,22,4,4,1,1,3,4,3,5,2,1,3,2,1,1,2
3,45,1,5,22,3,1,4,0,3,1,3,6,2,1,3,1,2,2,1
4,47,4,0,22,1,4,1,1,1,4,3,2,2,2,2,4,1,2,2
4,48,3,2,22,2,4,1,0,1,1,4,6,2,1,4,4,2,2,1
1,54,1,2,22,3,5,1,0,2,1,1,4,3,3,2,1,1,2,1
2,60,1,0,22,3,1,2,1,2,4,2,7,3,3,4,3,1,1,2
2,72,3,2,22,2,4,2,1,1,2,3,1,2,2,1,1,2,2,2
1,4,4,1,23,4,1,3,1,3,1,4,2,3,3,3,1,2,1,1
2,5,0,2,23,5,2,4,0,1,4,1,3,1,1,4,2,1,2,2
3,6,1,3,23,1,3,1,0,2,2,2,4,2,2,1,3,1,2,2
4,7,2,4,23,2,4,2,1,1,3,3,5,2,3,2,4,1,1,1
3,8,3,5,23,3,5,2,1,1,3,2,6,2,3,4,2,1,2,1
3,9,2,6,23,5,1,1,1,3,3,2,7,3,3,2,3,1,2,1
1,10,3,8,23,5,3,3,0,3,1,3,1,3,3,1,2,1,1,1
2,11,3,9,23,3,5,1,1,2,3,3,4,3,2,1,3,2,2,1
4,12,3,10,23,4,2,1,0,1,3,1,6,3,2,1,3,2,1,1
4,13,1,0,23,3,4,1,0,1,1,2,1,3,2,3,3,2,2,1
3,14,0,4,23,5,3,1,0,3,4,2,7,1,3,1,4,1,1,2
4,15,1,4,23,4,1,4,0,2,4,1,3,3,1,4,2,2,1,1
3,16,2,9,23,3,2,1,0,3,4,4,4,1,2,1,3,2,1,2
1,18,4,3,23,2,2,1,0,3,2,1,7,2,1,4,2,2,2,2
3,20,3,10,23,3,4,2,0,1,3,1,3,1,2,3,1,2,1,2
1,21,4,3,23,5,5,3,1,1,2,4,5,1,3,4,2,1,2,1
3,22,3,6,23,2,5,1,0,1,2,1,2,1,1,2,1,2,1,2
1,24,0,5,23,2,2,3,0,1,2,3,6,1,3,1,4,1,1,1
3,26,1,6,23,5,2,1,0,2,3,1,5,1,2,2,2,1,1,1
3,27,0,3,23,1,5,1,0,1,4,3,4,3,3,2,4,2,1,2
1,28,1,4,23,1,1,1,0,2,3,1,1,3,3,2,4,2,1,2
1,30,2,0,23,4,2,4,1,1,3,4,2,1,2,2,3,1,2,1
2,33,0,10,23,1,4,4,1,1,4,1,1,1,3,3,2,1,1,1
1,36,2,5,23,1,1,1,1,2,2,1,4,3,2,4,4,2,2,2
1,39,1,10,23,3,1,4,0,2,3,3,2,2,1,4,3,2,1,2
2,40,4,6,23,1,4,3,0,2,2,3,7,2,2,4,4,1,1,2
2,42,4,0,23,2,5,4,1,2,1,4,2,2,3,4,1,1,2,2
2,45,0,6,23,3,4,4,0,2,2,3,3,3,1,4,2,2,2,2
4,47,0,10,23,4,3,2,1,1,3,2,1,2,3,3,2,2,2,2
4,48,3,1,23,4,5,4,1,1,2,4,6,1,3,2,4,2,1,1
1,54,0,10,23,4,2,4,0,1,4,1,2,2,2,3,1,2,2,2
4,60,3,2,23,1,5,1,1,3,1,4,3,3,2,2,4,1,1,1
3,72,4,6,23,5,5,2,1,3,3,3,6,3,2,1,4,1,1,2
1,4,4,1,24,4,1,3,1,3,1,4,2,3,3,3,1,2,1,1
2,5,0,2,24,5,2,4,0,1,4,1,3,1,1,4,2,1,2,2
3,6,1,3,24,1,3,1,0,2,2,2,4,2,2,1,3,2,1,1
4,7,2,4,24,2,4,2,1,2,3,3,5,1,2,2,4,2,1,2
2,8,3,5,24,3,5,3,0,1,4,3,6,3,2,4,3,2,1,1
4,9,3,6,24,2,2,4,1,1,1,3,7,3,2,2,1,1,2,1
1,10,2,8,24,1,3,4,0,1,2,2,1,2,1,1,4,2,1,2
4,11,4,9,24,5,3,3,1,3,1,4,4,1,3,3,2,1,1,1
4,12,3,10,24,3,2,1,1,2,1,3,2,1,1,3,3,1,1,1
1,13,1,0,24,4,4,4,0,2,1,3,4,2,2,2,4,2,1,2
3,14,4,3,24,2,2,1,0,2,1,3,5,2,2,1,3,1,1,2
1,15,2,0,24,1,3,4,0,1,2,4,6,1,2,2,4,1,1,1
2,16,4,2,24,1,1,3,1,3,1,3,1,2,1,4,2,2,1,2
4,18,3,4,24,2,2,3,0,2,1,3,5,3,1,3,1,1,1,1
3,20,0,5,24,5,1,1,0,1,4,3,4,2,3,4,4,1,1,1
2,21,1,0,24,2,2,2,1,2,3,2,1,1,3,1,4,1,2,2
1,22,2,1,24,2,2,2,1,2,1,2,1,3,2,3,4,1,2,1
4,24,0,2,24,3,1,4,0,1,3,2,7,1,3,4,1,2,1,2
3,26,3,10,24,4,1,4,1,2,3,1,3,1,3,1,3,2,2,2
2,27,3,8,24,1,1,4,1,2,2,2,1,2,2,2,2,2,2,2
3,28,3,4,24,3,1,3,0,1,1,3,3,2,1,2,1,2,1,1
3,30,3,3,24,2,1,2,0,2,3,2,5,1,3,1,3,2,2,1
4,33,3,1,24,4,1,1,1,2,4,2,1,3,3,4,1,1,2,1
4,36,2,10,24,3,5,4,0,2,1,4,2,2,2,4,3,1,2,2
4,39,1,4,24,3,2,2,0,2,1,4,1,3,1,1,3,2,1,2
3,40,2,0,24,2,5,4,1,2,1,4,7,2,1,1,2,1,1,1
4,42,0,10,24,4,1,2,0,3,3,3,6,3,1,4,1,1,2,2
3,45,0,8,24,5,5,1,0,3,1,2,2,1,3,4,1,1,2,1
1,47,4,9,24,4,4,1,1,2,4,1,5,3,3,2,1,2,2,2
2,48,0,1,24,4,5,1,1,2,3,4,1,1,1,2,1,1,1,1
2,54,4,1,24,4,5,1,0,3,1,4,5,2,1,1,4,1,2,2
2,60,4,9,24,4,1,1,0,1,3,1,1,1,2,4,1,2,2,2
4,72,3,5,24,3,3,2,0,2,3,1,3,3,2,3,2,2,2,1
1,4,4,1,25,4,1,3,1,3,1,4,2,3,3,3,1,2,1,1
2,5,0,2,25,5,2,4,0,1,4,1,3,1,1,4,2,1,2,2
3,6,1,3,25,1,3,1,0,2,2,2,4,2,2,1,3,2,1,1
4,7,2,4,25,2,4,2,0,1,3,3,5,2,1,2,4,2,2,2
4,8,3,5,25,3,5,2,1,2,4,3,6,1,2,3,3,1,1,1
2,9,4,6,25,4,3,1,0,3,4,2,7,3,3,1,1,1,2,2
2,10,3,8,25,1,4,2,0,3,4,2,1,3,2,1,3,1,2,2
2,11,3,9,25,1,2,1,1,2,4,1,6,1,3,2,2,2,1,2
4,12,1,10,25,4,2,3,1,1,3,4,1,3,1,2,4,2,2,1
2,13,0,0,25,5,3,3,1,3,1,1,3,1,2,2,1,2,1,1
4,14,4,5,25,3,4,2,0,1,3,4,3,1,1,3,4,1,1,1
3,15,4,6,25,4,3,4,0,3,1,4,6,1,1,3,1,1,1,1
3,16,4,3,25,2,3,2,0,2,3,3,4,3,2,2,2,2,1,1
2,18,2,1,25,1,1,2,0,2,4,2,4,2,3,1,2,2,1,2
1,20,2,4,25,1,1,2,0,3,1,4,6,3,3,1,3,1,2,1
4,21,2,9,25,3,3,3,0,2,1,2,2,2,1,4,4,1,1,1
4,22,3,3,25,1,2,3,0,3,2,4,2,2,1,1,1,1,1,2
2,24,4,9,25,3,4,4,0,1,1,3,7,3,3,4,2,1,1,1
2,26,0,2,25,2,2,3,1,3,4,2,6,2,2,4,1,2,2,2
3,27,4,6,25,1,2,2,0,3,3,4,2,1,1,1,4,1,2,1
4,28,3,1,25,1,1,2,1,3,3,4,7,3,2,4,2,2,2,2
1,30,4,4,25,3,2,3,0,3,3,3,2,3,3,2,3,2,2,2
3,33,4,8,25,1,3,4,0,1,4,4,4,1,1,3,3,1,1,1
1,36,3,9,25,5,4,2,1,3,2,3,6,1,3,3,3,2,2,2
3,39,1,10,25,2,5,3,1,1,4,3,4,1,2,2,4,2,1,2
3,40,0,8,25,2,2,4,1,3,1,1,3,2,3,1,3,2,2,2
2,42,0,9,25,1,4,3,0,1,2,2,4,2,3,1,2,2,1,1
4,45,0,9,25,5,3,4,0,2,3,4,3,2,3,3,1,1,1,2
4,47,3,9,25,4,1,3,0,2,4,3,5,3,3,2,3,1,2,2
4,48,1,5,25,4,1,2,0,2,1,4,2,2,2,1,1,2,1,2
1,54,0,6,25,2,5,2,1,2,2,3,1,3,1,4,1,2,2,1
3,60,0,6,25,3,3,2,0,2,2,2,3,2,2,4,2,1,2,2
3,72,2,4,25,4,2,4,1,2,1,2,6,3,2,4,1,2,2,1
1,4,4,1,26,4,1,3,1,3,1,4,2,3,3,3,1,2,1,1
2,5,0,2,26,5,2,4,0,1,4,1,3,1,1,4,2,1,2,2
3,6,1,3,26,1,3,1,1,2,2,2,4,2,2,1,3,2,2,2
4,7,2,4,26,2,4,2,1,3,3,3,5,2,1,2,4,1,1,2
4,8,3,5,26,3,5,4,1,2,4,1,6,1,2,4,4,2,2,2
3,9,2,6,26,1,1,3,0,1,3,1,7,3,3,3,3,2,1,1
2,10,3,8,26,3,2,2,0,3,2,1,1,1,2,4,2,1,1,2
1,11,2,9,26,1,1,2,1,3,1,4,1,1,1,3,1,2,2,1
2,12,2,10,26,4,2,4,1,2,1,3,1,3,1,2,4,2,1,1
1,13,2,0,26,2,2,3,1,1,4,3,1,3,1,2,2,2,2,1
1,14,0,4,26,4,1,3,1,3,3,1,4,3,3,3,2,2,1,1
2,15,3,0,26,5,2,4,0,1,4,3,1,3,1,2,4,2,1,1
4,16,2,5,26,3,5,1,0,2,3,2,6,1,1,2,1,1,1,2
1,18,1,6,26,3,1,2,1,1,1,2,4,1,1,2,1,1,2,2
2,20,2,5,26,4,2,2,0,3,2,1,6,2,2,1,3,1,1,1
1,21,1,1,26,2,5,3,0,3,2,2,6,3,3,1,4,1,2,1
1,22,1,2,26,4,3,2,1,2,3,4,2,3,1,3,4,1,2,1
1,24,1,9,26,2,5,3,1,2,3,2,3,1,1,4,4,1,1,1
1,26,3,10,26,1,5,1,1,3,1,2,3,3,1,4,2,1,2,1
3,27,4,5,26,4,1,1,1,2,4,3,3,3,1,4,2,1,2,2
3,28,4,6,26,1,2,4,0,1,4,3,3,1,3,1,4,1,2,1
2,30,3,0,26,5,1,2,1,3,3,1,3,2,3,2,1,1,1,1
4,33,4,8,26,5,2,1,1,1,4,3,1,3,3,1,1,1,2,1
2,36,1,8,26,5,5,1,1,3,4,4,1,3,1,1,2,2,1,1
2,39,0,3,26,5,1,3,0,3,4,3,4,2,1,2,1,2,2,2
2,40,1,10,26,1,5,1,0,3,2,3,6,2,2,4,3,2,1,2
1,42,0,8,26,4,4,1,1,2,4,1,6,3,2,2,1,1,1,1
3,45,0,2,26,1,3,4,0,1,1,4,5,1,2,3,1,1,2,2
1,47,2,3,26,1,2,3,1,2,2,3,1,3,1,2,3,1,1,1
4,48,2,8,26,2,2,4,1,3,2,2,6,3,3,1,2,2,1,2
4,54,0,6,26,5,2,1,0,3,3,2,5,2,1,4,1,2,2,1
1,60,3,2,26,2,2,2,1,3,1,2,3,1,3,2,1,2,2,1
3,72,3,5,26,5,5,4,0,1,3,4,1,2,2,2,2,1,2,2
1,4,4,1,27,4,1,3,1,3,1,4,2,3,3,3,1,2,1,1
2,5,0,2,27,5,2,4,0,1,4,1,3,1,1,4,2,1,2,2
3,6,1,3,27,1,3,1,0,2,2,2,4,2,2,1,3,1,1,2
4,7,2,4,27,2,4,2,0,1,3,3,5,2,3,2,4,1,1,2
4,8,3,5,27,3,5,4,0,2,4,1,6,2,3,4,2,1,1,1
1,9,4,6,27,5,1,4,0,3,1,2,7,3,3,2,4,2,2,1
4,10,4,8,27,1,2,4,0,3,3,3,1,3,3,3,3,1,1,1
3,11,3,9,27,3,1,2,0,2,4,3,1,3,2,4,1,1,2,2
1,12,2,10,27,5,4,4,0,2,2,3,1,2,1,3,3,1,2,1
4,13,2,0,27,3,5,3,0,3,3,3,2,2,2,4,3,1,1,2
4,14,2,0,27,3,3,2,1,1,3,1,5,1,3,1,4,1,2,1
3,15,3,1,27,1,4,1,1,1,4,1,7,2,2,2,4,2,2,1
3,16,0,5,27,4,3,2,0,1,1,4,7,1,2,1,4,2,2,1
3,18,2,8,27,2,5,2,1,1,2,3,5,2,1,1,1,2,2,1
4,20,4,1,27,2,2,2,1,1,4,2,7,2,1,4,1,1,1,2
3,21,1,10,27,1,3,4,1,2,4,3,4,2,3,2,1,1,2,1
4,22,1,4,27,3,4,3,1,1,1,2,2,3,1,1,1,1,1,2
3,24,4,2,27,2,3,2,0,3,2,1,6,3,1,2,1,2,1,2
3,26,3,5,27,4,5,4,0,2,3,4,7,2,1,3,1,1,2,2
1,27,1,3,27,4,3,1,1,2,1,2,2,1,1,4,1,1,2,1
2,28,2,0,27,4,2,4,1,2,1,3,7,1,3,3,1,1,2,1
4,30,2,9,27,1,2,4,1,1,3,3,7,2,3,1,3,1,1,1
3,33,1,3,27,2,4,4,0,3,1,3,4,1,2,1,3,2,1,1
1,36,1,9,27,1,2,4,1,1,4,3,5,3,1,3,1,1,2,1
4,39,1,9,27,1,1,2,0,3,2,1,4,2,1,4,2,2,1,2
3,40,0,6,27,3,4,1,0,3,3,1,6,3,1,4,3,2,1,1
2,42,3,10,27,2,2,1,1,3,2,1,2,2,3,2,3,1,1,1
1,45,0,8,27,1,1,2,1,2,1,3,5,3,2,3,3,1,1,2
3,47,3,2,27,1,2,1,1,3,4,3,5,2,1,4,3,1,2,2
2,48,3,9,27,2,1,4,1,3,3,2,2,1,1,1,4,2,1,2
4,54,3,1,27,5,2,1,1,1,2,4,2,1,1,3,3,1,1,2
3,60,3,5,27,5,1,3,0,2,4,2,5,1,2,1,1,2,1,2
3,72,2,4,27,1,1,3,0,3,4,3,2,3,2,3,4,1,2,1
1,4,4,1,28,4,1,3,1,3,1,4,2,3,3,3,1,2,1,1
2,5,0,2,28,5,2,4,0,1,4,1,3,1,1,4,2,1,2,2
3,6,1,3,28,1,3,1,0,2,2,2,4,2,2,1,3,1,1,2
4,7,2,4,28,2,4,2,0,3,3,3,5,1,2,2,4,2,2,2
1,8,3,5,28,3,5,4,0,3,2,1,6,1,3,2,4,1,1,2
2,9,3,6,28,3,2,2,1,1,1,4,7,3,3,2,3,2,1,2
3,10,4,8,28,4,5,3,1,2,3,2,1,1,3,4,3,2,2,1
1,11,1,9,28,5,1,2,0,2,1,1,4,2,3,2,2,1,2,2
2,12,1,10,28,4,3,1,1,3,3,1,2,3,1,4,1,2,1,1
4,13,0,0,28,3,5,2,0,2,2,2,4,2,2,3,1,2,1,1
4,14,1,3,28,5,3,2,1,2,1,1,3,1,1,4,3,2,2,1
3,15,0,5,28,5,3,3,1,3,2,3,6,3,1,2,3,1,1,2
3,16,4,2,28,5,5,2,0,2,2,4,3,1,3,2,1,1,1,2
2,18,4,4,28,4,2,4,0,3,1,2,3,3,3,3,4,2,1,1
1,20,3,3,28,4,1,4,1,2,2,3,3,1,3,2,2,2,1,1
1,21,1,4,28,3,2,4,0,1,1,3,6,2,3,3,1,2,1,1
4,22,1,9,28,5,2,2,0,3,4,4,2,2,3,4,4,1,2,2
1,24,4,0,28,2,3,4,1,3,1,1,5,2,2,2,1,1,2,2
3,26,0,3,28,2,1,1,1,3,4,3,5,3,2,4,1,2,1,1
3,27,2,8,28,2,2,3,0,2,3,2,2,3,1,1,1,2,2,2
3,28,2,5,28,3,1,3,0,2,2,3,5,3,2,4,2,2,1,2
2,30,3,0,28,5,4,2,0,3,1,4,6,2,3,1,3,2,2,1
2,33,1,4,28,4,4,2,1,2,2,1,2,1,2,3,3,2,1,1
3,36,2,5,28,1,3,3,0,1,3,4,2,3,2,3,4,2,1,1
3,39,3,3,28,3,5,4,1,2,3,4,5,2,2,2,4,2,2,1
4,40,3,6,28,4,4,3,1,1,4,4,4,3,2,4,2,2,2,1
1,42,0,0,28,4,5,4,0,3,4,2,4,1,1,4,1,1,2,1
3,45,3,6,28,5,5,4,0,2,3,4,2,3,2,2,1,2,2,2
3,47,2,3,28,1,5,3,1,2,2,1,6,2,1,3,3,1,2,1
4,48,4,2,28,1,3,1,1,3,2,2,4,2,1,3,4,2,2,2
1,54,1,3,28,1,4,3,1,2,4,1,7,2,3,4,3,1,2,2
1,60,3,0,28,3,2,3,0,3,3,1,5,1,2,1,1,1,1,2
4,72,4,9,28,4,4,3,0,3,2,1,4,3,1,2,1,2,2,2
1,4,4,1,29,4,1,3,1,3,1,4,2,3,3,3,1,2,1,1
2,5,0,2,29,5,2,4,0,1,4,1,3,1,1,4,2,1,2,2
3,6,1,3,29,1,3,1,0,2,2,2,4,2,2,1,3,2,2,1
4,7,2,4,29,2,4,2,0,3,3,3,5,3,1,2,4,1,2,1
3,8,3,5,29,3,5,2,1,2,1,3,6,2,2,3,4,2,1,2
1,9,3,6,29,3,2,2,0,1,2,4,7,2,3,2,2,2,1,1
4,10,0,8,29,2,1,2,0,1,1,3,1,3,3,3,1,1,2,1
4,11,3,9,29,5,4,1,0,1,4,3,2,3,3,2,2,2,2,1
2,12,4,10,29,1,4,3,1,2,4,1,6,3,1,2,2,2,2,1
4,13,3,0,29,5,2,4,1,3,3,4,2,1,3,4,4,1,1,1
3,14,3,6,29,1,2,2,1,2,1,4,1,2,2,2,3,2,1,1
3,15,4,10,29,1,4,3,0,2,2,2,5,1,2,1,1,1,2,2
4,16,1,6,29,3,1,1,0,2,4,2,4,1,3,4,1,1,2,1
4,18,2,10,29,4,1,1,1,3,4,4,3,1,2,1,1,2,2,1
2,20,3,10,29,1,2,1,0,2,4,3,1,2,1,3,1,1,2,1
3,21,2,1,29,4,3,2,1,3,4,2,5,2,1,3,2,2,1,1
3,22,2,5,29,3,1,4,0,2,3,4,5,1,3,4,2,2,1,2
3,24,3,10,29,5,1,2,0,2,1,4,2,2,1,4,1,2,1,2
2,26,4,6,29,2,3,2,0,1,1,3,5,1,2,3,3,1,2,1
3,27,4,8,29,3,3,1,0,2,2,2,5,3,2,3,2,2,2,2
4,28,3,0,29,4,2,4,0,3,3,1,3,3,2,2,2,2,1,1
4,30,0,0,29,5,1,4,1,3,3,3,4,3,2,2,1,2,1,1
1,33,0,4,29,1,5,2,1,3,2,2,1,1,3,1,3,1,1,1
4,36,4,8,29,5,1,3,0,2,1,1,3,1,2,4,2,1,2,2
3,39,0,9,29,2,1,1,1,3,3,2,1,3,1,1,1,2,1,2
1,40,0,4,29,3,1,4,0,3,3,3,6,3,2,4,2,2,1,2
4,42,1,2,29,3,3,4,1,2,2,4,6,3,2,4,3,1,2,1
3,45,2,5,29,3,5,4,1,1,2,2,1,2,3,2,3,1,1,2
2,47,4,0,29,1,4,1,1,3,3,2,4,2,2,2,3,2,1,2
1,48,0,2,29,4,3,4,1,3,3,4,6,1,3,3,1,2,2,1
2,54,2,9,29,3,3,4,1,1,3,4,5,1,3,3,1,1,1,1
3,60,0,1,29,3,3,4,1,3,4,3,1,2,3,1,4,1,1,2
2,72,1,2,29,3,5,1,1,3,3,1,6,3,1,4,4,1,2,2
1,4,4,1,30,4,1,3,1,3,1,4,2,3,3,3,1,2,1,1
2,5,0,2,30,5,2,4,0,1,4,1,3,1,1,4,2,1,2,2
3,6,1,3,30,1,3,1,1,2,2,2,4,2,2,1,3,2,1,1
4,7,2,4,30,2,4,2,1,1,3,3,5,1,2,2,4,1,1,2
4,8,3,5,30,3,5,2,1,2,4,1,6,2,1,2,3,1,1,1
4,9,4,6,30,2,3,3,1,3,4,2,7,1,3,1,3,1,1,2
1,10,1,8,30,3,4,3,1,1,3,2,1,2,2,1,4,2,1,2
1,11,3,9,30,5,5,1,1,2,3,3,1,3,2,4,2,2,2,1
4,12,1,10,30,4,2,2,0,1,1,1,4,2,3,4,3,1,2,2
4,13,0,0,30,3,4,2,0,2,2,2,1,2,1,3,2,1,1,2
2,14,4,2,30,3,1,1,1,2,4,2,2,3,2,2,1,2,1,2
3,15,2,1,30,4,2,2,0,1,4,1,4,2,1,1,3,2,2,1
4,16,3,6,30,1,4,4,1,1,2,3,3,1,1,4,3,2,2,2
4,18,2,2,30,4,2,1,1,1,4,3,7,3,3,1,4,1,2,1
1,20,2,2,30,5,2,2,0,3,3,4,7,3,2,2,3,1,1,1
2,21,4,6,30,1,5,3,1,3,4,1,6,3,1,1,3,2,1,2
4,22,4,9,30,5,3,2,1,2,1,3,3,1,3,2,2,2,1,2
3,24,2,9,30,4,5,4,0,1,3,3,6,2,2,4,4,2,1,1
3,26,1,2,30,1,5,3,1,1,2,3,1,1,3,1,2,1,2,1
4,27,1,0,30,3,2,3,0,3,4,2,1,2,1,3,1,1,1,2
2,28,4,4,30,4,1,3,0,1,2,1,2,2,3,3,3,2,1,2
3,30,1,2,30,4,2,4,0,3,4,3,5,3,1,3,4,2,2,2
1,33,1,1,30,3,4,2,0,3,3,4,6,1,3,3,3,2,2,1
2,36,3,4,30,3,1,4,1,1,3,3,3,3,3,4,4,2,1,2
1,39,4,1,30,2,4,4,1,1,2,2,1,1,3,3,4,2,2,1
1,40,3,8,30,2,1,2,1,2,4,1,7,2,1,3,3,1,2,2
4,42,4,9,30,1,1,2,1,3,1,4,1,2,1,3,4,1,1,1
1,45,2,6,30,2,4,2,1,3,3,3,5,3,2,1,4,1,2,1
1,47,2,2,30,3,1,4,0,2,3,3,2,1,2,3,1,1,2,2
1,48,4,2,30,5,1,3,1,1,3,4,6,1,2,3,2,1,1,2
3,54,0,10,30,4,2,2,0,3,1,3,7,3,3,1,2,2,2,1
3,60,1,8,30,3,5,4,1,1,4,3,3,1,3,3,2,1,1,1
2,72,1,0,30,5,5,1,1,1,4,2,3,3,1,3,3,2,2,2
1,4,4,1,31,4,1,3,1,3,1,4,2,3,3,3,1,2,1,1
2,5,0,2,31,5,2,4,0,1,4,1,3,1,1,4,2,1,2,2
3,6,1,3,31,1,3,1,0,2,2,2,4,2,2,1,3,1,1,2
4,7,2,4,31,2,4,2,1,2,3,3,5,1,1,2,4,1,2,1
1,8,3,5,31,3,5,4,1,2,1,1,6,1,3,3,1,2,2,1
2,9,1,6,31,4,1,3,0,3,3,1,7,1,2,3,1,2,2,1
2,10,2,8,31,1,5,2,0,2,3,4,1,1,3,3,4,2,1,1
1,11,4,9,31,2,3,3,0,2,2,1,3,2,2,1,1,2,1,2
2,12,1,10,31,5,2,3,1,1,4,2,3,2,3,2,4,1,2,1
3,13,0,0,31,4,3,2,1,3,4,3,6,2,1,2,3,2,2,2
1,14,1,4,31,5,5,3,1,3,3,4,6,1,1,2,1,1,2,2
4,15,0,3,31,5,4,3,0,1,3,1,7,2,3,3,3,1,1,1
2,16,0,5,31,4,4,4,0,2,4,1,1,1,2,3,1,2,2,2
2,18,3,1,31,5,4,1,0,3,2,2,2,1,1,3,4,2,2,2
3,20,0,3,31,3,3,2,0,3,3,1,3,1,1,1,2,1,1,1
2,21,3,6,31,5,3,4,1,1,3,1,1,1,3,2,2,1,2,1
2,22,2,6,31,4,2,1,0,3,3,2,6,2,3,1,2,2,1,1
2,24,4,0,31,3,5,3,1,2,1,1,4,3,1,2,4,2,2,1
4,26,0,6,31,1,2,3,1,1,1,2,1,3,3,1,4,1,2,1
3,27,1,3,31,4,2,2,1,1,4,2,3,3,1,3,3,1,1,1
4,28,3,8,31,3,3,2,1,3,2,1,3,1,1,1,4,2,1,2
3,30,4,3,31,5,4,1,1,1,4,4,5,3,1,1,4,1,2,1
2,33,3,6,31,5,3,1,0,2,3,3,6,2,3,4,3,2,2,1
4,36,0,8,31,5,1,3,1,1,1,3,6,3,3,4,1,1,1,2
4,39,0,1,31,4,3,2,0,1,2,4,3,3,3,3,3,2,2,1
1,40,1,2,31,4,1,4,1,1,1,4,3,3,1,3,2,1,1,2
3,42,4,0,31,3,2,2,1,3,2,1,5,1,1,2,2,2,1,1
4,45,3,6,31,5,1,1,1,2,2,2,4,2,2,1,2,2,2,2
4,47,1,4,31,3,2,4,1,3,1,1,6,3,1,3,4,2,2,1
4,48,4,8,31,4,4,1,0,3,4,2,4,1,3,4,3,1,2,1
2,54,1,8,31,2,1,4,1,2,3,4,2,2,3,3,1,2,2,2
3,60,4,0,31,1,4,1,1,2,3,3,6,2,3,4,3,1,1,1
2,72,4,2,31,2,5,3,1,2,2,3,6,3,2,1,1,1,1,1
1,4,4,1,32,4,1,3,1,3,1,4,2,3,3,3,1,2,1,1
2,5,0,2,32,5,2,4,0,1,4,1,3,1,1,4,2,1,2,2
3,6,1,3,32,1,3,1,0,2,2,2,4,2,2,1,3,1,1,1
4,7,2,4,32,2,4,2,0,3,3,3,5,1,3,2,4,2,2,2
2,8,3,5,32,3,5,4,0,1,1,3,6,3,3,4,3,1,2,2
2,9,3,6,32,5,3,4,1,1,4,3,7,1,2,2,2,1,1,2
2,10,3,8,32,5,1,2,1,1,1,2,1,1,2,4,1,2,1,1
4,11,3,9,32,5,5,4,1,1,4,3,3,1,3,1,1,2,1,1
2,12,1,10,32,3,5,3,0,1,1,4,1,2,3,4,1,1,2,2
1,13,4,0,32,4,1,3,0,1,2,4,6,3,1,4,4,2,2,1
4,14,2,10,32,1,5,3,0,3,1,3,7,3,3,1,1,2,1,2
4,15,2,1,32,4,5,3,1,3,3,3,5,3,1,1,1,2,1,2
4,16,0,9,32,1,2,1,1,3,2,3,6,3,3,1,4,1,1,2
1,18,4,5,32,5,3,3,0,2,3,3,4,1,1,3,2,2,1,1
4,20,3,6,32,4,3,2,1,3,3,4,1,2,1,2,3,1,2,2
3,21,2,4,32,1,2,2,1,2,2,2,3,2,3,4,4,2,1,2
4,22,2,5,32,1,2,4,0,2,2,1,7,2,3,3,1,1,2,1
1,24,3,8,32,2,5,4,1,1,3,4,1,2,3,2,1,1,2,2
2,26,0,8,32,5,3,1,0,1,3,1,2,3,3,3,2,1,2,1
4,27,0,1,32,3,1,2,1,1,2,4,6,2,1,2,4,1,2,1
3,28,1,8,32,2,4,2,0,3,2,3,2,1,1,3,3,2,1,2
2,30,0,8,32,5,2,1,1,3,2,1,4,2,2,1,1,1,1,1
2,33,4,4,32,5,2,4,1,1,2,3,5,1,2,3,1,2,2,1
4,36,1,0,32,3,5,1,1,1,3,3,2,1,1,1,1,2,1,2
1,39,2,3,32,2,1,2,0,2,3,2,3,2,3,4,4,1,1,1
3,40,4,3,32,4,4,3,1,3,2,4,3,2,1,2,4,1,1,1
3,42,2,6,32,5,3,4,1,1,2,2,5,3,3,1,3,2,2,2
4,45,3,10,32,1,1,4,0,1,2,3,2,3,1,1,4,1,2,2
3,47,3,8,32,1,4,3,0,2,3,3,7,1,3,1,3,2,1,1
1,48,3,8,32,3,4,3,1,1,3,2,6,3,3,2,3,1,2,1
4,54,3,2,32,1,2,2,0,2,3,2,1,3,1,3,2,2,2,2
2,60,1,3,32,1,2,2,1,2,4,2,2,1,1,2,3,1,2,1
2,72,3,10,32,4,5,2,1,2,4,1,6,3,2,1,1,2,1,1
1,4,4,1,33,4,1,3,1,3,1,4,2,3,3,3,1,2,1,1
2,5,0,2,33,5,2,4,0,1,4,1,3,1,1,4,2,1,2,2
3,6,1,3,33,1,3,1,0,2,2,2,4,2,2,1,3,2,1,1
4,7,2,4,33,2,4,2,0,3,3,3,5,2,1,2,4,2,2,2
