# ACTS Test Suite Generation: Thu Jul 22 15:11:26 JST 2021
#  '*' represents don't care value 
# Degree of interaction coverage: 3
# Number of parameters: 20
# Maximum number of values per parameter: 128
# Number of configurations: 42447
checking_status,duration,credit_history,purpose,credit_amount,saving_status,emplyoment,installment_commintment,sex,other_parties,residence,property_magnitude,age,other_emplyoment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker
3,12,1,6,74,2,2,3,0,3,3,1,7,3,2,4,4,2,1,2
3,12,4,8,74,4,5,4,0,3,1,1,6,2,1,3,2,1,2,2
2,12,2,9,74,4,2,3,1,3,2,2,3,2,2,1,1,2,2,2
1,12,3,10,74,1,4,4,1,3,1,2,5,1,3,2,4,2,1,1
3,13,0,0,74,4,3,2,1,2,3,3,1,2,1,3,3,1,1,1
4,13,1,1,74,3,1,4,0,3,1,4,2,3,2,4,4,2,2,2
1,13,2,2,74,5,2,1,0,1,2,1,3,1,3,1,1,2,1,1
2,13,3,3,74,2,4,3,1,3,4,2,4,1,3,2,2,2,1,2
4,13,4,4,74,1,5,4,0,1,4,4,5,1,3,1,1,2,1,1
1,13,1,5,74,1,1,3,0,1,1,2,6,2,3,2,3,2,1,1
3,13,3,6,74,2,1,2,0,1,1,1,7,1,2,3,2,2,1,2
1,13,2,8,74,2,3,3,0,3,3,1,1,3,2,1,1,2,1,2
4,13,3,9,74,1,4,1,0,2,4,3,5,1,1,1,4,2,1,1
4,13,3,10,74,3,1,3,0,1,1,4,7,1,2,4,3,2,2,2
3,14,0,0,74,4,3,2,1,2,3,3,1,2,1,3,3,1,1,1
4,14,1,1,74,3,1,4,0,3,1,4,2,3,2,4,4,2,2,2
1,14,2,2,74,5,2,1,1,1,2,1,3,1,3,1,1,1,2,2
2,14,3,3,74,2,4,3,0,2,4,2,4,2,2,2,2,1,2,2
1,14,4,4,74,1,5,1,1,2,4,2,5,1,2,3,1,2,1,2
4,14,2,5,74,2,4,1,1,1,1,2,6,1,3,1,2,2,1,2
3,14,1,6,74,4,3,1,1,2,4,4,7,2,3,3,2,2,1,1
3,14,3,8,74,2,5,2,1,2,4,2,7,1,2,1,2,1,1,1
4,14,2,9,74,3,4,4,0,2,1,4,7,3,1,2,1,1,2,1
1,14,1,10,74,2,1,1,1,2,4,2,5,2,1,4,1,2,2,1
3,15,0,0,74,4,3,2,1,2,3,3,1,2,1,3,3,1,1,1
4,15,1,1,74,3,1,4,0,3,1,4,2,3,2,4,4,2,2,2
1,15,2,2,74,5,2,1,0,1,2,1,3,1,3,1,1,1,1,2
2,15,3,3,74,2,4,3,0,2,4,2,4,3,3,2,2,2,1,2
3,15,4,4,74,1,5,4,0,3,4,1,5,2,1,4,1,2,2,1
4,15,1,5,74,2,3,3,1,3,3,3,6,3,1,4,4,2,1,2
3,15,3,6,74,5,3,2,1,3,4,3,7,2,3,3,3,1,2,2
4,15,0,8,74,1,5,4,0,2,1,2,2,1,2,4,1,1,2,2
1,15,0,9,74,2,4,2,0,1,1,2,4,2,2,2,3,1,1,2
1,15,4,10,74,2,3,2,1,2,2,1,4,2,2,3,1,1,2,1
3,16,0,0,74,4,3,2,1,2,3,3,1,2,1,3,3,1,1,1
4,16,1,1,74,3,1,4,0,3,1,4,2,3,2,4,4,2,2,2
1,16,2,2,74,5,2,1,1,1,2,1,3,1,3,1,1,1,2,2
2,16,3,3,74,2,4,3,0,3,4,2,4,3,2,2,2,2,1,2
4,16,4,4,74,1,5,1,1,3,4,4,5,3,2,4,4,2,1,1
1,16,0,5,74,1,1,1,1,1,4,1,6,3,2,2,4,2,1,2
4,16,2,6,74,4,1,2,1,1,1,3,7,3,3,4,2,2,1,2
3,16,1,8,74,3,4,2,0,2,1,1,1,3,2,3,1,1,2,2
4,16,1,9,74,5,5,1,0,1,4,2,4,1,3,4,3,1,2,1
3,16,4,10,74,1,5,4,0,2,3,3,6,2,2,3,2,2,2,2
3,18,0,0,74,4,3,2,1,2,3,3,1,2,1,3,3,1,1,1
4,18,1,1,74,3,1,4,0,3,1,4,2,3,2,4,4,2,2,2
1,18,2,2,74,5,2,1,0,1,2,1,3,1,3,1,1,2,2,2
2,18,3,3,74,2,4,3,1,3,4,2,4,2,3,2,2,2,1,1
2,18,4,4,74,1,5,2,0,2,3,2,5,3,3,4,1,1,2,2
1,18,4,5,74,3,5,3,1,1,4,3,6,1,2,2,3,1,2,2
3,18,0,6,74,2,4,4,1,3,3,1,7,3,1,2,1,2,2,1
1,18,4,8,74,2,4,3,1,1,2,2,2,2,1,1,1,2,2,2
2,18,0,9,74,2,3,3,1,3,1,4,5,3,2,1,1,2,2,2
2,18,2,10,74,3,3,4,1,1,3,1,4,1,1,3,3,2,1,2
3,20,0,0,74,4,3,2,1,2,3,3,1,2,1,3,3,1,1,1
4,20,1,1,74,3,1,4,0,3,1,4,2,3,2,4,4,2,2,2
1,20,2,2,74,5,2,1,1,1,2,1,3,1,3,1,1,2,1,1
2,20,3,3,74,2,4,3,0,3,4,2,4,2,1,2,2,1,1,1
3,20,4,4,74,1,5,3,1,1,3,4,5,1,2,4,3,1,1,2
3,20,2,5,74,2,2,4,1,3,3,3,6,1,3,2,2,1,1,2
3,20,2,6,74,4,2,1,0,3,1,4,7,2,3,2,4,2,1,2
3,20,2,8,74,2,5,1,1,2,2,4,6,1,2,3,4,2,2,1
1,20,3,9,74,3,4,4,0,1,2,1,5,3,2,1,1,1,1,1
3,20,2,10,74,2,4,1,0,1,4,3,6,1,1,1,2,2,1,2
3,21,0,0,74,4,3,2,1,2,3,3,1,2,1,3,3,1,1,1
4,21,1,1,74,3,1,4,0,3,1,4,2,3,2,4,4,2,2,2
1,21,2,2,74,5,2,1,1,1,2,1,3,1,3,1,1,1,2,2
2,21,3,3,74,2,4,3,1,2,4,2,4,1,3,2,2,2,2,1
3,21,4,4,74,1,5,2,1,2,2,3,5,3,1,4,4,2,1,1
1,21,2,5,74,5,3,1,1,3,2,3,6,3,3,4,4,2,2,1
2,21,4,6,74,1,5,2,1,3,1,4,7,2,3,4,3,2,2,1
3,21,0,8,74,5,5,1,1,2,2,4,5,2,3,4,4,1,1,1
4,21,3,9,74,5,2,1,1,1,4,2,5,1,1,2,3,1,1,2
3,21,3,10,74,2,4,2,0,2,1,4,5,1,3,1,3,2,1,1
3,22,0,0,74,4,3,2,1,2,3,3,1,2,1,3,3,1,1,1
4,22,1,1,74,3,1,4,0,3,1,4,2,3,2,4,4,2,2,2
1,22,2,2,74,5,2,1,0,1,2,1,3,1,3,1,1,1,2,2
2,22,3,3,74,2,4,3,1,3,4,2,4,3,3,2,2,1,2,1
2,22,4,4,74,1,5,3,0,3,4,4,5,1,2,1,2,1,1,2
2,22,3,5,74,3,4,2,1,3,3,2,6,3,2,3,4,2,2,1
4,22,1,6,74,1,2,4,1,2,2,1,7,3,3,4,3,1,1,2
4,22,3,8,74,2,4,3,0,3,2,2,6,3,2,1,2,1,2,1
1,22,4,9,74,3,4,1,0,3,4,1,1,3,3,3,2,2,2,2
4,22,4,10,74,1,3,3,0,3,2,3,1,3,3,3,4,2,2,2
3,24,0,0,74,4,3,2,1,2,3,3,1,2,1,3,3,1,1,1
4,24,1,1,74,3,1,4,0,3,1,4,2,3,2,4,4,2,2,2
1,24,2,2,74,5,2,1,0,1,2,1,3,1,3,1,1,1,1,1
2,24,3,3,74,2,4,3,1,3,4,2,4,1,3,2,2,2,1,1
1,24,4,4,74,1,5,1,0,3,1,3,5,3,1,1,1,2,1,2
2,24,3,5,74,3,5,4,0,2,2,4,6,1,1,3,4,1,2,1
1,24,2,6,74,3,1,1,0,1,2,3,7,3,3,4,2,2,2,1
4,24,1,8,74,4,4,4,1,2,4,1,6,2,1,1,4,2,2,2
1,24,2,9,74,3,4,2,0,1,3,4,1,3,2,1,2,1,1,2
4,24,1,10,74,5,3,3,0,1,1,3,2,1,2,2,4,2,2,1
3,26,0,0,74,4,3,2,1,2,3,3,1,2,1,3,3,1,1,1
4,26,1,1,74,3,1,4,0,3,1,4,2,3,2,4,4,2,2,2
1,26,2,2,74,5,2,1,0,1,2,1,3,1,3,1,1,1,1,1
2,26,3,3,74,2,4,3,1,2,4,2,4,2,2,2,2,2,1,1
1,26,4,4,74,1,5,4,1,1,2,4,5,2,2,1,3,1,1,2
4,26,0,5,74,1,3,1,0,1,2,2,6,2,1,4,3,2,2,1
2,26,3,6,74,1,5,3,0,2,1,2,7,2,1,2,3,1,1,1
4,26,3,8,74,5,2,2,1,1,2,1,2,3,3,1,4,1,2,2
3,26,4,9,74,1,2,1,1,2,4,4,4,2,1,4,3,1,1,2
4,26,0,10,74,2,1,4,0,1,4,2,5,2,1,1,1,1,1,2
3,27,0,0,74,4,3,2,1,2,3,3,1,2,1,3,3,1,1,1
4,27,1,1,74,3,1,4,0,3,1,4,2,3,2,4,4,2,2,2
1,27,2,2,74,5,2,1,1,1,2,1,3,1,3,1,1,2,1,2
2,27,3,3,74,2,4,3,0,2,4,2,4,3,2,2,2,1,1,2
1,27,4,4,74,1,5,2,1,2,1,1,5,3,1,3,4,2,1,2
2,27,2,5,74,3,2,2,0,2,2,3,6,2,1,4,1,1,2,1
3,27,4,6,74,3,5,2,0,1,2,2,7,1,1,4,1,2,1,2
3,27,1,8,74,1,2,1,1,1,1,3,5,3,1,4,2,1,1,2
1,27,3,9,74,5,3,1,1,2,3,2,6,3,1,4,1,2,2,1
2,27,4,10,74,5,4,2,1,1,1,4,7,3,2,2,2,1,2,1
3,28,0,0,74,4,3,2,1,2,3,3,1,2,1,3,3,1,1,1
4,28,1,1,74,3,1,4,0,3,1,4,2,3,2,4,4,2,2,2
1,28,2,2,74,5,2,1,1,1,2,1,3,1,3,1,1,1,2,2
2,28,3,3,74,2,4,3,0,2,4,2,4,2,3,2,2,1,1,1
3,28,4,4,74,1,5,4,1,3,4,2,5,1,2,2,4,1,2,1
3,28,2,5,74,4,3,3,1,2,1,2,6,3,1,4,1,1,2,1
2,28,4,6,74,2,4,4,1,1,3,1,7,2,3,3,1,1,1,2
4,28,1,8,74,4,4,2,1,3,4,2,1,1,1,4,1,1,1,2
1,28,4,9,74,4,5,2,1,3,3,3,2,2,3,3,2,1,2,2
1,28,4,10,74,3,2,4,1,1,3,1,5,2,3,4,4,1,1,1
3,30,0,0,74,4,3,2,1,2,3,3,1,2,1,3,3,1,1,1
4,30,1,1,74,3,1,4,0,3,1,4,2,3,2,4,4,2,2,2
1,30,2,2,74,5,2,1,0,1,2,1,3,1,3,1,1,1,2,1
2,30,3,3,74,2,4,3,0,3,4,2,4,1,2,2,2,2,1,2
1,30,4,4,74,1,5,2,0,3,4,4,5,1,1,4,3,1,1,1
3,30,0,5,74,4,4,1,0,3,4,4,6,2,2,1,3,2,2,1
2,30,0,6,74,5,1,1,0,2,4,1,7,1,3,1,1,2,1,2
3,30,4,8,74,4,2,2,0,1,1,1,1,2,1,3,3,1,2,2
3,30,4,9,74,4,3,3,1,1,4,1,4,1,1,2,4,2,1,1
3,30,4,10,74,3,1,1,0,3,1,4,6,3,2,4,1,2,2,2
3,33,0,0,74,4,3,2,1,2,3,3,1,2,1,3,3,1,1,1
4,33,1,1,74,3,1,4,0,3,1,4,2,3,2,4,4,2,2,2
1,33,2,2,74,5,2,1,0,1,2,1,3,1,3,1,1,1,1,1
2,33,3,3,74,2,4,3,0,3,4,2,4,3,1,2,2,1,2,1
1,33,4,4,74,1,5,3,1,1,3,2,5,1,2,2,4,2,2,2
2,33,3,5,74,1,1,1,0,1,1,2,6,3,1,1,3,1,1,2
1,33,0,6,74,3,5,2,0,1,1,1,7,3,2,3,2,2,1,2
1,33,2,8,74,1,3,4,1,3,3,3,5,3,1,3,2,1,1,1
2,33,1,9,74,3,4,2,1,1,4,4,3,1,1,3,2,2,2,1
4,33,1,10,74,2,4,3,1,3,1,3,4,2,2,3,3,2,2,2
3,36,0,0,74,4,3,2,1,2,3,3,1,2,1,3,3,1,1,1
4,36,1,1,74,3,1,4,0,3,1,4,2,3,2,4,4,2,2,2
1,36,2,2,74,5,2,1,1,1,2,1,3,1,3,1,1,1,1,1
2,36,3,3,74,2,4,3,1,2,4,2,4,2,3,2,2,2,1,2
3,36,4,4,74,1,5,1,1,1,4,2,5,2,1,2,4,1,1,1
1,36,2,5,74,2,3,1,0,2,2,1,6,1,1,2,3,2,1,2
3,36,4,6,74,2,1,2,1,3,1,3,7,1,1,3,1,2,2,2
1,36,1,8,74,2,2,1,1,2,4,2,4,3,1,2,1,1,2,1
1,36,1,9,74,2,2,4,0,1,3,1,1,1,1,1,1,2,1,1
3,36,3,10,74,1,2,1,1,2,2,3,6,1,3,1,2,1,2,1
3,39,0,0,74,4,3,2,1,2,3,3,1,2,1,3,3,1,1,1
4,39,1,1,74,3,1,4,0,3,1,4,2,3,2,4,4,2,2,2
1,39,2,2,74,5,2,1,0,1,2,1,3,1,3,1,1,2,1,2
2,39,3,3,74,2,4,3,0,1,4,2,4,3,3,2,2,1,1,2
2,39,4,4,74,1,5,3,0,3,1,1,5,1,2,4,1,2,1,2
3,39,3,5,74,4,3,3,0,2,4,2,6,2,1,4,3,1,2,1
1,39,1,6,74,4,4,4,1,2,2,1,7,1,3,1,1,1,2,2
2,39,3,8,74,3,2,4,1,1,2,3,3,1,2,3,4,1,1,1
4,39,3,9,74,2,5,1,0,3,2,3,5,1,1,4,4,2,1,2
2,39,0,10,74,3,2,3,1,1,1,3,4,1,3,3,1,2,2,1
3,40,0,0,74,4,3,2,1,2,3,3,1,2,1,3,3,1,1,1
4,40,1,1,74,3,1,4,0,3,1,4,2,3,2,4,4,2,2,2
1,40,2,2,74,5,2,1,0,1,2,1,3,1,3,1,1,1,2,2
2,40,3,3,74,2,4,3,0,2,4,2,4,3,3,2,2,1,1,1
1,40,4,4,74,1,5,3,0,2,2,3,5,3,3,2,3,1,1,2
4,40,3,5,74,2,3,2,0,2,4,3,6,1,3,3,2,1,2,1
1,40,4,6,74,3,2,2,1,3,2,2,7,3,3,1,3,1,2,2
4,40,1,8,74,2,2,4,0,2,3,1,2,2,3,2,4,1,2,1
2,40,4,9,74,1,1,1,1,3,3,1,4,3,1,2,3,2,1,1
3,40,2,10,74,4,4,3,0,2,2,3,6,1,2,4,1,1,1,2
3,42,0,0,74,4,3,2,1,2,3,3,1,2,1,3,3,1,1,1
4,42,1,1,74,3,1,4,0,3,1,4,2,3,2,4,4,2,2,2
1,42,2,2,74,5,2,1,1,1,2,1,3,1,3,1,1,1,1,1
2,42,3,3,74,2,4,3,1,1,4,2,4,3,3,2,2,2,2,2
1,42,4,4,74,1,5,4,1,1,4,2,5,3,3,3,2,2,1,2
2,42,3,5,74,2,3,2,0,3,4,2,6,1,3,1,3,2,1,1
2,42,3,6,74,2,5,1,1,2,4,3,7,2,2,2,4,1,2,1
3,42,4,8,74,2,3,3,0,3,4,4,3,2,2,2,4,1,1,2
4,42,3,9,74,2,2,3,0,1,4,2,3,3,2,2,3,2,1,1
1,42,2,10,74,4,3,1,1,2,3,1,5,3,3,3,2,1,2,1
3,45,0,0,74,4,3,2,1,2,3,3,1,2,1,3,3,1,1,1
4,45,1,1,74,3,1,4,0,3,1,4,2,3,2,4,4,2,2,2
1,45,2,2,74,5,2,1,1,1,2,1,3,1,3,1,1,2,2,2
2,45,3,3,74,2,4,3,1,1,4,2,4,2,3,2,2,1,1,2
1,45,4,4,74,1,5,1,0,2,2,3,5,2,1,3,3,1,2,1
4,45,1,5,74,3,5,4,1,3,2,4,6,1,2,3,3,2,1,2
3,45,3,6,74,1,4,2,1,3,2,4,7,3,1,1,1,1,2,2
2,45,3,8,74,1,1,4,0,3,4,3,2,3,1,3,2,2,2,2
4,45,3,9,74,5,3,1,1,1,4,4,5,3,3,3,3,1,1,1
3,45,1,10,74,4,4,3,1,2,1,2,1,3,1,4,3,2,1,1
3,47,0,0,74,4,3,2,1,2,3,3,1,2,1,3,3,1,1,1
4,47,1,1,74,3,1,4,0,3,1,4,2,3,2,4,4,2,2,2
1,47,2,2,74,5,2,1,1,1,2,1,3,1,3,1,1,2,2,2
2,47,3,3,74,2,4,3,0,2,4,2,4,3,2,2,2,2,1,1
1,47,4,4,74,1,5,4,0,3,2,1,5,2,1,4,1,2,1,2
3,47,0,5,74,3,5,2,0,2,3,2,6,1,2,1,2,2,1,2
2,47,4,6,74,1,4,2,1,1,2,3,7,2,2,3,2,1,2,2
3,47,0,8,74,2,1,3,1,1,3,3,6,2,3,4,3,2,2,1
4,47,4,9,74,1,4,4,1,1,3,1,3,2,3,2,3,1,2,2
1,47,3,10,74,4,5,4,0,1,1,3,7,2,1,4,1,1,2,2
3,48,0,0,74,4,3,2,1,2,3,3,1,2,1,3,3,1,1,1
4,48,1,1,74,3,1,4,0,3,1,4,2,3,2,4,4,2,2,2
1,48,2,2,74,5,2,1,1,1,2,1,3,1,3,1,1,2,2,1
2,48,3,3,74,2,4,3,0,1,4,2,4,1,1,2,2,1,1,1
2,48,4,4,74,1,5,3,1,3,4,1,5,1,1,1,2,1,1,2
2,48,3,5,74,3,2,3,0,1,1,4,6,1,3,2,4,2,2,1
1,48,0,6,74,4,4,4,1,3,1,2,7,3,3,2,4,1,1,1
1,48,0,8,74,1,4,3,1,1,3,2,4,1,3,4,4,2,2,2
3,48,1,9,74,4,2,2,0,3,4,4,6,1,2,3,3,2,1,2
3,48,4,10,74,2,5,3,0,2,4,3,2,3,3,2,4,1,1,1
3,54,0,0,74,4,3,2,1,2,3,3,1,2,1,3,3,1,1,1
4,54,1,1,74,3,1,4,0,3,1,4,2,3,2,4,4,2,2,2
1,54,2,2,74,5,2,1,0,1,2,1,3,1,3,1,1,2,1,1
2,54,3,3,74,2,4,3,1,3,4,2,4,2,2,2,2,2,1,2
1,54,4,4,74,1,5,1,1,3,1,2,5,3,2,1,3,1,2,1
2,54,1,5,74,4,4,4,1,1,1,1,6,3,3,1,4,2,1,2
3,54,4,6,74,4,2,2,0,1,4,1,7,2,1,3,1,1,1,1
4,54,1,8,74,1,1,3,0,3,3,1,3,2,3,2,4,2,1,2
2,54,2,9,74,3,1,3,1,3,2,3,1,1,1,4,3,1,1,1
3,54,2,10,74,3,1,2,1,2,2,2,3,2,3,4,3,1,1,2
3,60,0,0,74,4,3,2,1,2,3,3,1,2,1,3,3,1,1,1
4,60,1,1,74,3,1,4,0,3,1,4,2,3,2,4,4,2,2,2
1,60,2,2,74,5,2,1,1,1,2,1,3,1,3,1,1,2,1,1
2,60,3,3,74,2,4,3,1,2,4,2,4,2,1,2,2,2,1,2
1,60,4,4,74,1,5,2,0,3,2,2,5,3,2,3,4,1,1,2
4,60,3,5,74,4,1,3,1,1,4,2,6,1,2,4,2,2,1,2
2,60,3,6,74,3,2,4,0,2,2,3,7,2,1,1,3,2,1,1
2,60,2,8,74,4,3,2,1,2,4,1,6,1,2,2,3,1,2,1
1,60,3,9,74,4,4,2,0,1,3,2,2,2,3,1,1,2,1,1
4,60,0,10,74,4,1,2,1,2,3,4,5,1,3,2,1,1,2,1
3,72,0,0,74,4,3,2,1,2,3,3,1,2,1,3,3,1,1,1
4,72,1,1,74,3,1,4,0,3,1,4,2,3,2,4,4,2,2,2
1,72,2,2,74,5,2,1,1,1,2,1,3,1,3,1,1,2,2,2
2,72,3,3,74,2,4,3,1,1,4,2,4,3,3,2,2,1,2,2
3,72,4,4,74,1,5,1,1,2,3,4,5,1,2,3,2,2,2,2
4,72,2,5,74,2,3,4,0,2,1,2,6,2,2,4,1,1,1,1
4,72,3,6,74,5,4,4,1,2,3,4,7,2,3,2,3,2,1,2
2,72,1,8,74,1,1,4,0,2,2,1,7,1,1,3,3,1,1,2
3,72,0,9,74,3,4,3,0,3,1,1,4,3,1,4,2,1,2,2
1,72,0,10,74,4,4,4,0,1,4,4,3,1,1,2,3,2,2,2
3,4,0,0,75,4,3,2,1,2,3,3,1,2,1,3,3,1,1,1
4,4,1,1,75,3,1,4,0,3,1,4,2,3,2,4,4,2,2,2
1,4,2,2,75,5,2,1,1,1,2,1,3,1,3,1,1,2,1,2
2,4,3,3,75,2,4,3,0,2,4,2,4,3,3,2,2,1,2,1
3,4,4,4,75,1,5,4,0,1,2,2,5,2,2,3,4,1,1,1
2,4,0,5,75,3,2,2,0,3,1,1,6,1,1,2,3,1,2,2
1,4,1,6,75,4,4,1,1,3,3,4,7,2,2,2,1,1,2,1
4,4,2,8,75,2,1,2,1,1,4,3,1,1,1,1,4,2,2,1
4,4,3,9,75,4,5,3,1,1,3,1,2,1,1,4,2,2,1,2
4,4,4,10,75,3,3,1,1,2,4,2,3,3,3,4,3,2,1,2
2,5,1,0,75,5,5,4,0,3,4,3,4,3,2,1,1,2,1,2
1,5,0,1,75,2,3,3,1,2,1,4,5,1,2,3,2,2,1,1
3,5,3,2,75,1,1,1,0,3,3,3,6,2,3,4,2,1,2,1
3,5,2,3,75,3,5,2,0,1,2,4,7,3,1,1,3,2,1,2
2,5,4,4,75,4,2,3,1,3,1,2,1,2,1,1,1,2,2,2
4,5,2,5,75,1,4,4,1,2,2,1,2,2,3,2,4,2,1,1
2,5,0,6,75,1,1,3,0,1,2,3,3,3,1,3,4,1,2,2
3,5,4,8,75,5,3,2,0,2,3,1,4,2,2,2,1,1,2,1
1,5,1,9,75,5,1,2,0,2,4,2,5,3,3,3,3,1,2,1
3,5,1,10,75,2,2,4,1,3,3,4,6,1,1,3,4,1,1,1
4,6,3,0,75,3,2,3,1,1,1,3,7,1,3,3,1,1,2,1
3,6,2,1,75,4,4,1,0,3,1,1,1,3,2,4,3,1,1,2
2,6,0,2,75,5,3,4,1,2,4,4,2,2,1,1,4,1,1,2
1,6,1,3,75,1,3,2,1,3,2,3,3,2,2,4,2,2,1,1
4,6,0,4,75,2,1,1,1,1,3,2,4,1,1,4,1,1,1,2
1,6,3,5,75,4,3,4,0,1,2,4,5,3,2,1,4,2,2,2
4,6,4,6,75,5,4,2,0,2,1,2,6,1,3,1,2,2,1,2
1,6,0,8,75,1,5,1,1,2,1,4,7,3,3,2,3,2,1,2
1,6,2,9,75,3,3,4,1,3,3,4,1,2,1,2,2,2,1,1
1,6,3,10,75,5,1,2,0,1,2,1,2,2,2,3,3,2,2,2
1,7,4,0,75,2,4,1,1,1,2,4,3,2,1,3,4,1,1,1
2,7,2,1,75,1,2,3,0,2,4,2,4,3,2,4,1,2,2,2
4,7,1,2,75,3,4,3,1,3,3,3,5,3,3,2,3,1,1,2
3,7,0,3,75,4,1,4,0,1,4,1,6,1,2,1,1,1,2,1
2,7,3,4,75,5,3,2,0,2,4,1,7,3,3,4,2,1,1,1
3,7,1,5,75,5,5,3,0,1,1,3,1,3,3,3,1,1,2,2
3,7,4,6,75,2,2,1,1,3,4,3,2,2,1,4,3,1,1,2
3,7,3,8,75,4,5,4,0,3,3,2,3,2,3,1,3,1,1,2
2,7,4,9,75,3,1,1,0,1,1,3,4,2,2,2,4,2,2,2
2,7,2,10,75,4,2,3,0,3,3,1,5,3,1,3,1,1,1,2
1,8,2,0,75,1,3,3,1,2,2,2,6,1,1,4,2,1,1,1
4,8,4,1,75,2,5,2,0,1,3,1,7,2,3,1,4,2,2,2
3,8,3,2,75,4,4,4,1,3,1,4,1,3,2,3,3,2,2,2
4,8,0,3,75,5,2,1,0,3,4,2,2,2,1,2,1,1,1,1
1,8,1,4,75,3,1,1,0,2,1,3,3,2,3,2,3,2,2,1
2,8,4,5,75,2,1,1,0,1,2,4,4,2,3,4,2,1,2,2
1,8,2,6,75,3,3,4,0,3,1,1,5,1,2,4,4,2,1,2
2,8,1,8,75,3,4,3,0,2,2,1,6,3,2,3,2,1,1,2
3,8,0,9,75,1,4,4,0,1,2,2,7,1,2,1,1,1,1,2
4,8,0,10,75,1,5,1,0,3,1,3,1,3,1,1,2,2,2,1
4,9,3,0,75,4,1,2,1,2,3,1,2,1,1,2,4,1,1,1
3,9,1,1,75,5,2,1,0,3,2,3,3,2,1,3,2,2,2,2
1,9,4,2,75,2,5,2,1,1,4,2,4,3,2,4,3,1,1,2
2,9,2,3,75,3,3,3,0,1,1,4,5,3,3,1,4,2,2,1
1,9,0,4,75,1,4,4,0,1,1,4,6,2,3,4,1,2,2,2
4,9,2,5,75,1,1,1,0,1,3,2,7,3,1,1,3,2,2,1
4,9,3,6,75,1,5,4,0,3,2,2,1,3,1,4,2,2,2,2
3,9,0,8,75,2,2,3,0,2,4,4,2,2,3,4,2,2,2,2
4,9,1,9,75,2,2,4,1,3,1,3,3,2,2,3,1,2,2,1
4,9,4,10,75,4,4,2,1,3,2,3,4,2,1,2,2,1,2,2
4,10,1,0,75,4,3,1,1,2,4,3,5,1,1,3,4,1,1,1
3,10,3,1,75,5,5,2,0,3,3,4,6,2,2,2,3,2,2,2
1,10,2,2,75,2,1,3,1,1,1,1,7,3,3,1,1,1,2,2
2,10,4,3,75,3,2,4,1,1,3,2,1,2,3,3,2,2,2,1
2,10,0,4,75,1,4,3,0,2,2,1,2,1,3,4,3,1,1,2
3,10,1,5,75,1,5,4,1,2,4,3,3,3,1,1,3,2,1,2
1,10,3,6,75,1,3,3,1,2,4,2,4,1,3,3,2,1,1,2
2,10,3,8,75,4,2,2,0,3,1,1,5,3,2,4,4,2,2,2
3,10,4,9,75,2,4,1,1,1,4,2,6,2,3,1,3,1,1,1
3,10,1,10,75,5,5,1,1,1,2,2,7,3,2,3,2,2,2,2
4,11,1,0,75,4,3,2,1,2,4,3,1,1,1,1,4,1,1,1
3,11,2,1,75,5,5,1,0,3,1,4,2,2,2,2,3,2,2,2
1,11,3,2,75,2,1,3,0,1,3,1,3,3,3,4,1,1,1,1
2,11,4,3,75,3,2,4,1,3,2,2,4,1,3,3,2,1,1,2
3,11,0,4,75,1,4,1,1,2,1,4,5,3,2,4,1,1,1,2
4,11,0,5,75,2,5,2,0,2,3,4,6,2,3,4,2,1,2,2
3,11,0,6,75,5,3,1,0,2,2,3,7,1,3,4,4,1,1,2
3,11,0,8,75,4,2,2,1,2,1,3,7,2,1,2,1,2,2,2
3,11,4,9,75,3,4,4,1,2,2,1,5,3,2,1,3,1,2,1
3,11,0,10,75,1,5,3,0,1,2,2,4,1,3,3,1,1,2,1
4,12,1,0,75,4,3,2,1,2,4,3,1,1,1,1,4,1,1,1
3,12,2,1,75,5,5,1,0,3,1,4,2,2,2,2,3,2,2,2
1,12,3,2,75,2,1,3,0,1,3,1,3,3,3,4,1,1,2,1
2,12,4,3,75,3,2,4,1,2,2,2,4,2,3,3,2,2,2,1
1,12,0,4,75,1,4,3,0,1,3,4,5,3,2,2,2,2,1,1
3,12,0,5,75,3,2,3,0,3,3,4,6,2,3,2,1,1,1,2
1,12,4,6,75,3,1,1,0,1,4,2,7,3,3,1,3,2,1,2
1,12,0,8,75,3,1,3,0,3,1,3,3,1,2,1,3,2,2,1
1,12,4,9,75,5,2,1,1,1,3,1,3,3,3,4,4,2,1,2
3,12,2,10,75,1,4,4,0,2,1,3,5,1,2,3,1,1,1,2
4,13,1,0,75,4,3,2,1,2,4,3,1,1,1,1,4,1,1,1
3,13,2,1,75,5,5,1,0,3,1,4,2,2,2,2,3,2,2,2
1,13,3,2,75,2,1,3,1,1,3,1,3,3,3,4,1,2,1,2
2,13,4,3,75,3,2,4,0,3,2,2,4,1,3,3,2,1,1,1
1,13,0,4,75,1,4,1,1,2,2,4,5,2,1,2,4,2,2,2
2,13,0,5,75,2,1,2,1,2,2,1,6,2,1,1,3,2,1,2
2,13,1,6,75,1,3,4,0,1,1,4,7,3,3,1,2,1,1,1
3,13,0,8,75,4,5,1,0,3,1,3,6,1,2,2,1,1,2,2
1,13,1,9,75,4,5,3,0,3,3,2,4,3,2,4,2,1,2,2
2,13,1,10,75,3,3,4,1,3,3,4,4,2,3,2,3,2,2,1
